stcotrbg,adj_acs_1,sp_1,diff_1,w_diff_1,adj_acs_2,sp_2,diff_2,w_diff_2,adj_acs_3,sp_3,diff_3,w_diff_3,adj_acs_4,sp_4,diff_4,w_diff_4,adj_acs_5,sp_5,diff_5,w_diff_5
"420034296001",992,1004,12,10.68,98,91,7,0.62,11,10,1,0.01,0,0,0,0.00,14,10,4,0.05
"420034296002",417,411,6,5.81,0,0,0,0.00,14,20,6,0.19,0,0,0,0.00,0,0,0,0.00
"420034297001",661,662,1,0.98,13,12,1,0.02,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034297002",355,360,5,4.77,11,4,7,0.21,0,0,0,0.00,6,8,2,0.03,0,0,0,0.00
"420034301001",290,287,3,2.74,11,15,4,0.14,16,15,1,0.05,0,0,0,0.00,0,0,0,0.00
"420034301002",591,590,1,0.98,11,12,1,0.02,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034302001",375,375,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034302002",542,536,6,5.38,52,58,6,0.52,0,0,0,0.00,10,10,0,0.00,0,0,0,0.00
"420034302003",445,445,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034302004",324,324,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034302005",343,343,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034311001",786,786,0,0.00,63,61,2,0.14,0,0,0,0.00,23,18,5,0.13,10,17,7,0.08
"420034311002",711,705,6,5.39,81,87,6,0.61,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034314001",852,843,9,8.51,49,58,9,0.49,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034315001",290,290,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034315002",424,425,1,0.95,0,0,0,0.00,0,0,0,0.00,20,19,1,0.05,0,0,0,0.00
"420034315003",507,505,2,1.76,55,55,0,0.00,0,0,0,0.00,0,0,0,0.00,15,17,2,0.05
"420034315004",325,327,2,1.86,9,10,1,0.03,10,9,1,0.03,0,0,0,0.00,5,3,2,0.03
"420034323001",468,477,9,8.47,21,14,7,0.30,0,0,0,0.00,0,0,0,0.00,8,6,2,0.03
"420034323002",550,556,6,5.26,43,40,3,0.21,25,24,1,0.04,0,0,0,0.00,9,7,2,0.03
"420034324001",512,521,9,8.42,26,17,9,0.43,9,9,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034324002",289,290,1,0.73,61,52,9,1.39,0,0,0,0.00,38,41,3,0.29,8,13,5,0.10
"420034324003",322,322,0,0.00,9,10,1,0.03,13,12,1,0.04,0,0,0,0.00,0,0,0,0.00
"420034340001",338,345,7,6.46,20,12,8,0.44,8,9,1,0.02,0,0,0,0.00,0,0,0,0.00
"420034340002",350,345,5,4.68,3,2,1,0.01,3,2,1,0.01,7,10,3,0.06,11,15,4,0.12
"420034350001",561,559,2,1.97,0,0,0,0.00,8,10,2,0.03,0,0,0,0.00,0,0,0,0.00
"420034350002",492,493,1,0.89,24,22,2,0.09,6,3,3,0.03,0,0,0,0.00,32,36,4,0.23
"420034370001",990,989,1,0.98,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,20,21,1,0.02
"420034370002",743,744,1,0.91,11,12,1,0.01,45,45,0,0.00,14,12,2,0.03,0,0,0,0.00
"420034390001",492,493,1,0.92,24,26,2,0.09,3,3,0,0.00,0,0,0,0.00,13,10,3,0.07
"420034455001",418,413,5,4.58,30,32,2,0.13,8,11,3,0.05,0,0,0,0.00,0,0,0,0.00
"420034455002",684,685,1,0.89,87,86,1,0.11,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034455003",500,502,2,1.86,21,21,0,0.00,17,15,2,0.06,0,0,0,0.00,0,0,0,0.00
"420034460001",292,290,2,1.93,7,8,1,0.02,4,5,1,0.01,0,0,0,0.00,0,0,0,0.00
"420034460002",297,294,3,2.92,2,5,3,0.02,3,3,0,0.00,3,3,0,0.00,0,0,0,0.00
"420034470001",556,559,3,2.78,16,16,0,0.00,22,24,2,0.07,3,1,2,0.01,4,1,3,0.02
"420034480001",529,526,3,2.82,15,20,5,0.13,4,3,1,0.01,0,0,0,0.00,15,14,1,0.03
"420034490001",994,999,5,4.66,14,18,4,0.05,30,22,8,0.22,12,10,2,0.02,17,18,1,0.02
"420034507001",598,598,0,0.00,15,13,2,0.05,17,8,9,0.23,19,27,8,0.23,4,7,3,0.02
"420034507002",755,755,0,0.00,37,37,0,0.00,0,0,0,0.00,0,0,0,0.00,24,24,0,0.00
"420034508001",571,571,0,0.00,93,93,0,0.00,33,32,1,0.05,0,0,0,0.00,11,12,1,0.02
"420034508002",233,237,4,3.46,36,32,4,0.54,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034508003",264,264,0,0.00,37,37,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034511011",810,813,3,2.89,20,23,3,0.07,11,5,6,0.08,0,0,0,0.00,0,0,0,0.00
"420034511012",677,677,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034511021",576,589,13,9.15,183,159,24,5.37,47,53,6,0.34,0,0,0,0.00,12,17,5,0.07
"420034511022",370,373,3,2.66,30,28,2,0.14,0,0,0,0.00,8,5,3,0.06,9,11,2,0.04
"420034511023",631,646,15,13.02,24,25,1,0.03,24,16,8,0.26,0,0,0,0.00,48,40,8,0.53
"420034511041",916,914,2,1.86,41,47,6,0.25,28,24,4,0.11,0,0,0,0.00,0,0,0,0.00
"420034511042",257,257,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034511051",707,721,14,13.04,52,38,14,0.96,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034511052",464,470,6,5.56,13,10,3,0.08,24,21,3,0.14,0,0,0,0.00,0,0,0,0.00
"420034511053",773,783,10,8.50,49,44,5,0.27,38,32,6,0.25,49,50,1,0.05,0,0,0,0.00
"420034513001",1164,1142,22,19.68,61,73,12,0.56,64,64,0,0.00,0,0,0,0.00,12,22,10,0.09
"420034513002",499,498,1,0.97,0,0,0,0.00,14,15,1,0.03,0,0,0,0.00,0,0,0,0.00
"420034513003",610,610,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034513004",331,331,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034520001",207,207,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034520002",696,691,5,4.80,13,22,9,0.16,0,0,0,0.00,0,0,0,0.00,16,12,4,0.09
"420034520003",600,600,0,0.00,0,0,0,0.00,11,12,1,0.02,16,15,1,0.03,0,0,0,0.00
"420034520004",506,513,7,6.65,0,0,0,0.00,0,0,0,0.00,27,20,7,0.35,0,0,0,0.00
"420034530031",479,473,6,5.83,0,0,0,0.00,0,0,0,0.00,14,20,6,0.17,0,0,0,0.00
"420034530032",202,205,3,2.55,36,33,3,0.45,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034530041",684,681,3,2.96,0,0,0,0.00,9,12,3,0.04,0,0,0,0.00,0,0,0,0.00
"420034530042",830,834,4,3.52,22,25,3,0.07,76,63,13,1.05,0,0,0,0.00,16,22,6,0.10
"420034530043",915,906,9,7.89,83,91,8,0.64,28,33,5,0.13,0,0,0,0.00,18,14,4,0.07
"420034530044",367,367,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034550001",620,620,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034560011",384,384,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034560012",825,839,14,13.20,12,6,6,0.08,38,30,8,0.35,0,0,0,0.00,0,0,0,0.00
"420034560031",316,313,3,2.72,0,0,0,0.00,26,28,2,0.15,0,0,0,0.00,7,8,1,0.02
"420034560032",1168,1176,8,7.68,29,23,6,0.14,7,4,3,0.02,0,0,0,0.00,12,13,1,0.01
"420034560033",745,750,5,4.68,15,13,2,0.04,28,24,4,0.14,0,0,0,0.00,8,9,1,0.01
"420034560041",823,823,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034560042",1219,1230,11,9.45,12,14,2,0.02,181,165,16,2.04,0,0,0,0.00,7,10,3,0.01
"420034571001",323,325,2,1.87,22,20,2,0.13,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034571002",340,333,7,6.15,9,11,2,0.05,0,0,0,0.00,10,9,1,0.03,28,34,6,0.43
"420034572001",268,270,2,1.96,6,4,2,0.04,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034572002",372,372,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034572003",643,646,3,2.87,0,0,0,0.00,29,26,3,0.13,0,0,0,0.00,0,0,0,0.00
"420034572004",398,394,4,3.57,10,14,4,0.09,0,0,0,0.00,0,0,0,0.00,38,38,0,0.00
"420034580001",276,276,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034580002",1399,1393,6,5.68,13,11,2,0.02,65,73,8,0.35,0,0,0,0.00,0,0,0,0.00
"420034580003",694,694,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034580004",648,648,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034591011",652,651,1,0.98,2,4,2,0.01,0,0,0,0.00,0,0,0,0.00,8,7,1,0.01
"420034591021",677,687,10,9.08,51,43,8,0.55,18,16,2,0.05,0,0,0,0.00,0,0,0,0.00
"420034591022",355,361,6,5.31,43,38,5,0.54,3,2,1,0.01,0,0,0,0.00,0,0,0,0.00
"420034591023",1011,1003,8,7.76,22,29,7,0.15,9,10,1,0.01,0,0,0,0.00,0,0,0,0.00
"420034592011",771,776,5,4.80,0,0,0,0.00,13,6,7,0.11,0,0,0,0.00,19,21,2,0.05
"420034592012",761,758,3,2.25,38,41,3,0.11,170,182,12,2.01,32,20,12,0.38,13,13,0,0.00
"420034592013",692,693,1,0.98,17,16,1,0.02,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034592014",275,275,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034592021",458,457,1,0.97,7,7,0,0.00,0,0,0,0.00,6,7,1,0.01,0,0,0,0.00
"420034600011",1149,1161,12,11.40,50,44,6,0.25,10,4,6,0.05,0,0,0,0.00,0,0,0,0.00
"420034600012",709,712,3,2.97,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,7,4,3,0.03
"420034600021",246,246,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034600022",829,832,3,2.95,15,12,3,0.05,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034600023",280,280,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034610001",517,520,3,2.88,15,11,4,0.11,0,0,0,0.00,4,3,1,0.01,2,4,2,0.01
"420034621001",300,300,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034621002",261,265,4,3.65,25,21,4,0.35,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034621003",482,500,18,14.34,95,78,17,2.67,0,0,0,0.00,0,0,0,0.00,28,27,1,0.05
"420034626001",243,245,2,1.32,126,124,2,0.68,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034626002",375,376,1,0.95,0,0,0,0.00,0,0,0,0.00,9,7,2,0.05,9,10,1,0.02
"420034626003",278,277,1,0.79,41,38,3,0.35,0,0,0,0.00,5,7,2,0.03,27,29,2,0.15
"420034626004",471,470,1,0.80,118,119,1,0.20,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034639001",473,485,12,10.41,26,25,1,0.05,0,0,0,0.00,0,0,0,0.00,46,35,11,0.93
"420034639002",335,327,8,7.57,19,27,8,0.43,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034639003",240,249,9,6.55,90,81,9,2.45,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034643001",558,560,2,1.92,24,22,2,0.08,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034643002",287,281,6,4.40,75,72,3,0.58,29,38,9,0.67,0,0,0,0.00,0,0,0,0.00
"420034643003",286,288,2,1.94,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,9,7,2,0.06
"420034643004",223,213,10,9.18,20,30,10,0.82,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034644001",183,185,2,1.60,46,44,2,0.40,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034644002",156,138,18,7.65,164,179,15,6.70,0,0,0,0.00,9,9,0,0.00,38,41,3,0.31
"420034644003",221,215,6,3.10,179,175,4,1.67,0,0,0,0.00,9,10,1,0.02,19,28,9,0.40
"420034644004",398,400,2,1.60,101,99,2,0.40,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034656001",505,502,3,2.81,35,38,3,0.19,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034656002",617,606,11,10.33,30,39,9,0.41,0,0,0,0.00,10,12,2,0.03,0,0,0,0.00
"420034658001",655,654,1,0.96,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,29,30,1,0.04
"420034658002",464,458,6,5.76,13,19,6,0.16,0,0,0,0.00,0,0,0,0.00,6,6,0,0.00
"420034658003",417,420,3,2.95,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,7,4,3,0.05
"420034687001",494,499,5,4.79,22,17,5,0.21,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034687002",301,301,0,0.00,9,9,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034688001",329,328,1,0.92,28,29,1,0.08,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034688002",290,284,6,5.49,5,4,1,0.02,11,16,5,0.17,0,0,0,0.00,11,13,2,0.07
"420034688003",517,518,1,0.91,39,39,0,0.00,6,3,3,0.03,0,0,0,0.00,6,8,2,0.02
"420034689001",602,605,3,2.95,11,8,3,0.05,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034689002",449,447,2,1.93,17,19,2,0.07,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034689003",602,605,3,2.40,124,119,5,0.82,0,0,0,0.00,27,29,2,0.07,0,0,0,0.00
"420034690001",499,499,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034690002",967,973,6,5.82,19,16,3,0.06,11,8,3,0.03,0,0,0,0.00,0,0,0,0.00
"420034690003",443,438,5,4.79,0,0,0,0.00,19,24,5,0.21,0,0,0,0.00,0,0,0,0.00
"420034703001",725,737,12,11.15,12,8,4,0.06,43,35,8,0.44,0,0,0,0.00,0,0,0,0.00
"420034703002",891,894,3,2.96,0,0,0,0.00,11,8,3,0.04,0,0,0,0.00,0,0,0,0.00
"420034704001",401,401,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034704002",302,301,1,0.96,0,0,0,0.00,11,12,1,0.04,0,0,0,0.00,0,0,0,0.00
"420034704003",623,629,6,5.66,12,9,3,0.05,25,22,3,0.11,0,0,0,0.00,0,0,0,0.00
"420034705011",415,424,9,3.29,12,15,3,0.03,581,575,6,3.07,92,93,1,0.08,35,28,7,0.22
"420034705012",859,867,8,7.29,52,42,10,0.55,32,34,2,0.07,0,0,0,0.00,0,0,0,0.00
"420034705021",637,630,7,6.73,26,33,7,0.27,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034705022",535,536,1,0.88,14,12,2,0.05,31,35,4,0.20,29,26,3,0.14,0,0,0,0.00
"420034706001",812,812,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034706002",322,321,1,0.94,22,23,1,0.06,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034706003",313,312,1,0.98,8,9,1,0.02,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034710001",617,617,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034721001",689,686,3,2.66,50,53,3,0.19,30,31,1,0.04,0,0,0,0.00,7,6,1,0.01
"420034721002",423,411,12,11.46,0,0,0,0.00,20,32,12,0.54,0,0,0,0.00,0,0,0,0.00
"420034722001",449,449,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034722002",286,286,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034722003",321,321,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034723001",321,321,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034723002",360,351,9,8.44,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,24,33,9,0.56
"420034723003",260,261,1,0.98,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,5,4,1,0.02
"420034724001",465,465,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034724002",341,341,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034731001",550,552,2,1.97,0,0,0,0.00,9,7,2,0.03,0,0,0,0.00,0,0,0,0.00
"420034731002",278,278,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034731003",423,430,7,6.70,0,0,0,0.00,19,12,7,0.30,0,0,0,0.00,0,0,0,0.00
"420034731004",289,289,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034731005",567,567,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034732001",430,434,4,3.84,0,0,0,0.00,18,14,4,0.16,0,0,0,0.00,0,0,0,0.00
"420034732002",503,491,12,10.97,0,0,0,0.00,12,21,9,0.20,0,0,0,0.00,35,38,3,0.19
"420034732003",569,558,11,10.31,0,0,0,0.00,28,37,9,0.42,10,12,2,0.03,0,0,0,0.00
"420034733001",556,556,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034733002",519,519,0,0.00,25,25,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034733003",463,452,11,10.79,0,0,0,0.00,0,0,0,0.00,9,20,11,0.21,0,0,0,0.00
"420034733004",415,415,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034733005",282,282,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034734011",276,282,6,5.75,0,0,0,0.00,12,6,6,0.25,0,0,0,0.00,0,0,0,0.00
"420034734012",242,242,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034734013",480,473,7,6.30,25,24,1,0.05,28,36,8,0.42,0,0,0,0.00,0,0,0,0.00
"420034734014",484,493,9,8.38,0,0,0,0.00,16,15,1,0.03,0,0,0,0.00,20,12,8,0.31
"420034734021",519,519,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034734022",305,305,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034734023",732,732,0,0.00,0,0,0,0.00,9,9,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034735001",264,264,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,6,6,0,0.00
"420034735002",286,279,7,6.38,10,15,5,0.16,9,11,2,0.06,0,0,0,0.00,9,9,0,0.00
"420034735003",705,701,4,3.92,0,0,0,0.00,14,18,4,0.08,0,0,0,0.00,0,0,0,0.00
"420034736011",331,334,3,2.93,0,0,0,0.00,8,5,3,0.07,0,0,0,0.00,0,0,0,0.00
"420034736012",616,622,6,5.69,0,0,0,0.00,15,12,3,0.07,5,8,3,0.02,13,7,6,0.12
"420034736013",618,613,5,4.55,0,0,0,0.00,61,66,5,0.45,0,0,0,0.00,0,0,0,0.00
"420034736021",246,246,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,36,36,0,0.00
"420034736022",782,774,8,7.43,6,10,4,0.03,32,30,2,0.08,0,0,0,0.00,22,28,6,0.16
"420034736023",262,268,6,5.55,0,0,0,0.00,21,15,6,0.45,0,0,0,0.00,0,0,0,0.00
"420034736024",659,658,1,1.00,0,0,0,0.00,3,4,1,0.00,0,0,0,0.00,0,0,0,0.00
"420034741011",749,752,3,2.89,0,0,0,0.00,19,21,2,0.05,0,0,0,0.00,10,5,5,0.06
"420034741012",474,478,4,3.78,0,0,0,0.00,28,24,4,0.22,0,0,0,0.00,0,0,0,0.00
"420034741021",771,774,3,2.84,0,0,0,0.00,44,41,3,0.16,0,0,0,0.00,0,0,0,0.00
"420034741022",556,551,5,4.92,0,0,0,0.00,0,0,0,0.00,9,14,5,0.08,0,0,0,0.00
"420034742011",845,846,1,0.94,0,0,0,0.00,56,55,1,0.06,1,1,0,0.00,0,0,0,0.00
"420034742021",883,881,2,1.94,0,0,0,0.00,26,28,2,0.06,0,0,0,0.00,0,0,0,0.00
"420034742022",883,879,4,3.90,0,0,0,0.00,23,27,4,0.10,0,0,0,0.00,0,0,0,0.00
"420034742031",505,507,2,1.97,0,0,0,0.00,7,5,2,0.03,0,0,0,0.00,0,0,0,0.00
"420034742032",241,240,1,0.92,12,13,1,0.05,8,8,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034742033",750,757,7,6.36,0,0,0,0.00,76,69,7,0.64,0,0,0,0.00,0,0,0,0.00
"420034751011",346,344,2,1.94,0,0,0,0.00,10,12,2,0.06,0,0,0,0.00,0,0,0,0.00
"420034751012",361,361,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034751013",590,590,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034751014",1011,1011,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034751021",676,676,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034752001",334,329,5,4.68,0,0,0,0.00,9,10,1,0.03,0,0,0,0.00,14,18,4,0.16
"420034752002",407,407,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034752003",449,446,3,2.69,0,0,0,0.00,11,9,2,0.04,0,0,0,0.00,41,46,5,0.41
"420034752004",679,679,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034753011",436,434,2,1.90,0,0,0,0.00,22,24,2,0.10,0,0,0,0.00,0,0,0,0.00
"420034753012",319,323,4,3.83,0,0,0,0.00,14,10,4,0.17,0,0,0,0.00,0,0,0,0.00
"420034753013",788,793,5,4.79,31,29,2,0.08,4,1,3,0.01,0,0,0,0.00,0,0,0,0.00
"420034753014",384,394,10,8.35,76,66,10,1.65,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034753031",639,641,2,1.96,0,0,0,0.00,12,10,2,0.04,0,0,0,0.00,0,0,0,0.00
"420034753032",452,451,1,0.98,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,9,10,1,0.02
"420034753033",452,445,7,6.66,0,0,0,0.00,23,30,7,0.34,0,0,0,0.00,0,0,0,0.00
"420034753041",496,496,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034753042",587,580,7,6.49,0,0,0,0.00,46,53,7,0.51,0,0,0,0.00,0,0,0,0.00
"420034753043",490,490,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034753044",661,661,0,0.00,19,21,2,0.05,0,0,0,0.00,0,0,0,0.00,12,10,2,0.03
"420034754011",556,556,0,0.00,0,0,0,0.00,0,0,0,0.00,12,12,0,0.00,0,0,0,0.00
"420034754012",649,649,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034754013",297,305,8,6.91,0,0,0,0.00,38,29,9,0.99,9,10,1,0.03,0,0,0,0.00
"420034754021",547,547,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034754022",641,641,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034761001",264,264,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034761002",369,369,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034761003",407,407,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,0,0,0.00
"420034761004",722,743,21,19.31,22,14,8,0.22,21,12,9,0.24,4,2,2,0.01,16,14,2,0.04
"420034761005",604,603,1,0.93,17,17,0,0.00,29,30,1,0.04,0,0,0,0.00,0,0,0,0.00
"420034762001",289,291,2,1.95,0,0,0,0.00,8,6,2,0.05,0,0,0,0.00,0,0,0,0.00
