stcotrbg,adj_acs_1,sp_1,diff_1,w_diff_1,adj_acs_2,sp_2,diff_2,w_diff_2,adj_acs_3,sp_3,diff_3,w_diff_3,adj_acs_4,sp_4,diff_4,w_diff_4,adj_acs_5,sp_5,diff_5,w_diff_5,adj_acs_6,sp_6,diff_6,w_diff_6,adj_acs_7,sp_7,diff_7,w_diff_7
"420030405001",450,451,1,0.74,59,67,8,0.78,35,29,6,0.35,17,19,2,0.06,15,11,4,0.10,11,12,1,0.02,20,18,2,0.07
"420030405002",436,454,18,11.32,121,120,1,0.17,33,32,1,0.05,36,29,7,0.36,9,4,5,0.06,34,28,6,0.29,24,26,2,0.07
"420030406001",688,687,1,0.63,112,130,18,1.86,74,64,10,0.68,9,10,1,0.01,55,59,4,0.20,76,73,3,0.21,70,61,9,0.58
"420030409001",219,237,18,7.82,59,56,3,0.35,37,32,5,0.37,27,34,7,0.38,69,57,12,1.64,43,44,1,0.09,50,44,6,0.60
"420030409002",172,178,6,2.02,51,58,7,0.70,50,48,2,0.20,116,104,12,2.72,41,40,1,0.08,38,44,6,0.45,44,40,4,0.34
"420030409003",128,141,13,5.46,22,33,11,0.79,23,17,6,0.45,30,28,2,0.20,41,36,5,0.67,26,15,11,0.94,35,35,0,0.00
"420030501001",0,0,0,0.00,27,31,4,0.39,27,21,6,0.58,87,80,7,2.20,55,60,5,0.99,26,18,8,0.75,55,67,12,2.38
"420030501002",0,0,0,0.00,0,0,0,0.00,9,7,2,0.07,126,130,4,2.09,90,87,3,1.12,0,0,0,0.00,16,17,1,0.07
"420030501003",15,15,0,0.00,53,48,5,0.66,53,44,9,1.19,24,31,7,0.42,94,88,6,1.40,108,118,10,2.69,55,58,3,0.41
"420030506001",29,25,4,0.23,23,17,6,0.28,29,23,6,0.35,128,133,5,1.28,142,143,1,0.28,102,105,3,0.61,48,55,7,0.67
"420030506002",8,14,6,0.21,0,0,0,0.00,51,53,2,0.45,63,53,10,2.75,22,21,1,0.10,55,54,1,0.24,30,34,4,0.52
"420030506003",23,18,5,0.40,43,34,9,1.35,52,45,7,1.27,12,12,0,0.00,52,67,15,2.73,53,61,8,1.48,51,49,2,0.36
"420030509001",58,67,9,0.80,71,81,10,1.09,61,58,3,0.28,138,133,5,1.06,110,104,6,1.01,129,129,0,0.00,84,79,5,0.65
"420030510001",45,40,5,0.44,115,117,2,0.45,49,42,7,0.67,114,117,3,0.67,112,106,6,1.31,55,61,6,0.64,22,29,7,0.30
"420030510002",55,54,1,0.25,0,0,0,0.00,15,13,2,0.14,31,31,0,0.00,61,55,6,1.67,24,28,4,0.44,33,38,5,0.75
"420030511001",82,83,1,0.15,160,153,7,2.09,98,112,14,2.56,134,126,8,2.00,46,46,0,0.00,12,11,1,0.02,3,4,1,0.01
"420030603001",33,32,1,0.06,136,131,5,1.27,71,76,5,0.66,113,123,10,2.10,91,86,5,0.85,85,78,7,1.11,8,11,3,0.04
"420030603002",29,38,9,0.41,138,136,2,0.43,73,52,21,2.38,123,130,7,1.34,112,122,10,1.74,32,33,1,0.05,136,132,4,0.85
"420030605001",0,0,0,0.00,27,23,4,0.27,111,103,8,2.19,74,82,8,1.46,45,43,2,0.22,29,22,7,0.50,120,133,13,3.84
"420030605002",0,0,0,0.00,67,54,13,2.99,52,58,6,1.07,52,49,3,0.54,71,79,8,1.95,15,14,1,0.05,34,37,3,0.35
"420030703001",129,136,7,2.13,94,106,12,2.66,25,23,2,0.12,18,15,3,0.13,31,25,6,0.44,69,71,2,0.33,58,48,10,1.37
"420030703002",75,92,17,3.26,192,188,4,1.96,35,32,3,0.27,30,31,1,0.08,0,0,0,0.00,35,28,7,0.63,24,20,4,0.25
"420030703003",38,45,7,0.73,95,96,1,0.26,62,59,3,0.51,59,47,12,1.95,46,49,3,0.38,63,67,4,0.69,0,0,0,0.00
"420030705001",108,120,12,1.79,317,324,7,3.06,105,95,10,1.45,78,76,2,0.22,56,54,2,0.15,43,39,4,0.24,18,17,1,0.02
"420030705002",149,151,2,0.65,139,143,4,1.22,95,85,10,2.09,22,33,11,0.53,23,23,0,0.00,18,14,4,0.16,9,6,3,0.06
"420030705003",112,111,1,0.17,382,391,9,5.28,58,57,1,0.09,65,58,7,0.70,6,5,1,0.01,17,20,3,0.08,11,9,2,0.03
"420030706001",101,108,7,1.29,130,139,9,2.14,122,115,7,1.56,24,30,6,0.26,102,110,8,1.49,33,23,10,0.60,34,21,13,0.81
"420030706002",142,144,2,0.38,327,320,7,3.08,94,103,9,1.14,48,54,6,0.39,56,56,0,0.00,21,17,4,0.11,54,48,6,0.44
"420030708001",31,21,10,0.69,171,162,9,3.42,60,61,1,0.13,21,23,2,0.09,69,62,7,1.07,85,102,17,3.21,13,19,6,0.17
"420030708002",95,106,11,1.83,216,210,6,2.27,61,62,1,0.11,40,34,6,0.42,54,57,3,0.28,57,54,3,0.30,48,48,0,0.00
"420030709001",147,152,5,0.71,442,430,12,5.12,148,149,1,0.14,93,105,12,1.08,144,143,1,0.14,28,25,3,0.08,33,31,2,0.06
"420030709002",117,102,15,4.03,145,153,8,2.67,81,82,1,0.19,0,0,0,0.00,46,46,0,0.00,18,19,1,0.04,28,33,5,0.32
"420030709003",204,224,20,9.05,67,62,5,0.74,0,0,0,0.00,0,0,0,0.00,22,27,5,0.24,42,38,4,0.37,116,100,16,4.12
"420030709004",175,172,3,0.66,347,359,12,5.22,123,105,18,2.77,33,31,2,0.08,17,20,3,0.06,29,31,2,0.07,74,80,6,0.56
"420030802001",32,33,1,0.06,91,87,4,0.65,89,79,10,1.58,122,128,6,1.30,93,102,9,1.49,54,58,4,0.38,82,76,6,0.87
"420030802002",19,13,6,0.34,95,101,6,1.71,58,66,8,1.39,0,0,0,0.00,74,72,2,0.44,23,20,3,0.21,64,61,3,0.58
"420030804001",30,26,4,0.35,137,142,5,2.00,58,59,1,0.17,6,4,2,0.04,32,38,6,0.56,25,20,5,0.37,54,53,1,0.16
"420030804002",175,190,15,6.36,85,88,3,0.62,76,69,7,1.29,23,20,3,0.17,30,27,3,0.22,17,12,5,0.21,7,7,0,0.00
"420030806001",57,54,3,0.25,221,245,24,7.73,70,56,14,1.43,118,116,2,0.34,118,125,7,1.20,68,56,12,1.19,34,34,0,0.00
"420030806002",147,142,5,1.73,126,134,8,2.37,33,35,2,0.15,22,20,2,0.10,63,58,5,0.74,0,0,0,0.00,35,37,2,0.16
"420030807001",103,103,0,0.00,182,187,5,1.89,91,92,1,0.19,25,27,2,0.10,81,73,8,1.34,0,0,0,0.00,0,0,0,0.00
"420030807002",129,114,15,3.29,211,218,7,2.51,66,69,3,0.34,110,122,12,2.24,37,39,2,0.13,5,4,1,0.01,31,23,8,0.42
"420030809001",70,79,9,1.17,82,70,12,1.83,51,54,3,0.28,80,75,5,0.74,110,119,9,1.84,41,42,1,0.08,105,100,5,0.97
"420030809002",51,50,1,0.12,201,195,6,2.84,90,92,2,0.42,35,33,2,0.17,26,38,12,0.74,10,6,4,0.09,11,10,1,0.03
"420030901001",0,0,0,0.00,113,120,7,1.18,92,80,12,1.64,216,215,1,0.32,78,91,13,1.51,84,78,6,0.75,90,89,1,0.13
"420030901002",8,12,4,0.13,30,30,0,0.00,28,21,7,0.79,107,110,3,1.29,30,26,4,0.48,21,28,7,0.59,25,22,3,0.30
"420030902001",0,0,0,0.00,94,100,6,1.27,84,88,4,0.76,85,78,7,1.34,85,72,13,2.49,60,69,9,1.22,35,36,1,0.08
"420030902002",16,16,0,0.00,56,53,3,0.32,106,92,14,2.81,41,36,5,0.39,100,117,17,3.21,148,152,4,1.12,62,63,1,0.12
"420030902003",6,5,1,0.02,35,35,0,0.00,84,84,0,0.00,40,45,5,0.50,62,66,4,0.62,70,70,0,0.00,100,92,8,2.02
"420030903001",81,81,0,0.00,91,91,0,0.00,47,45,2,0.16,92,88,4,0.64,75,62,13,1.70,114,125,11,2.18,75,83,8,1.04
"420030903002",0,0,0,0.00,63,64,1,0.23,54,56,2,0.40,52,43,9,1.73,49,49,0,0.00,31,34,3,0.34,22,25,3,0.24
"420031005001",7,3,4,0.08,13,13,0,0.00,104,112,8,2.32,50,52,2,0.28,79,73,6,1.32,54,50,4,0.60,52,56,4,0.58
"420031005002",0,0,0,0.00,73,62,11,1.44,48,34,14,1.21,190,187,3,1.03,75,79,4,0.54,129,158,29,6.73,41,36,5,0.37
"420031011001",62,56,6,0.64,136,143,7,1.65,60,55,5,0.52,101,104,3,0.52,78,69,9,1.21,100,109,9,1.56,41,42,1,0.07
"420031011002",0,0,0,0.00,66,56,10,2.25,80,87,7,1.91,71,62,9,2.18,76,88,12,3.11,0,0,0,0.00,0,0,0,0.00
"420031011003",0,0,0,0.00,59,64,5,0.99,63,72,9,1.91,43,35,8,1.16,80,74,6,1.62,24,22,2,0.16,28,30,2,0.19
"420031014001",51,58,7,0.70,126,125,1,0.25,50,46,4,0.39,85,88,3,0.50,83,82,1,0.16,82,86,4,0.64,34,26,8,0.53
"420031014002",0,0,0,0.00,88,80,8,2.23,88,90,2,0.56,20,20,0,0.00,61,65,4,0.77,12,9,3,0.11,47,52,5,0.74
"420031014003",35,39,4,0.37,70,68,2,0.37,21,19,2,0.11,154,155,1,0.41,78,77,1,0.21,10,16,6,0.16,12,6,6,0.19
"420031014004",0,0,0,0.00,62,67,5,0.97,74,76,2,0.46,13,14,1,0.04,84,85,1,0.26,37,32,5,0.58,49,45,4,0.61
"420031016001",30,38,8,0.77,93,95,2,0.60,53,56,3,0.51,17,14,3,0.16,28,22,6,0.54,74,69,5,1.19,15,16,1,0.05
"420031017001",8,8,0,0.00,4,5,1,0.01,56,47,9,1.87,100,121,21,7.78,36,31,5,0.67,14,14,0,0.00,52,44,8,1.54
"420031017002",0,0,0,0.00,89,108,19,4.83,23,22,1,0.07,87,80,7,1.74,86,81,5,1.23,32,29,3,0.27,33,30,3,0.28
"420031018001",0,0,0,0.00,82,81,1,0.18,62,67,5,0.67,68,65,3,0.44,88,86,2,0.38,81,84,3,0.53,80,78,2,0.35
"420031018002",0,0,0,0.00,87,76,11,1.33,142,153,11,2.17,224,227,3,0.93,78,76,2,0.22,53,55,2,0.15,137,134,3,0.57
"420031102001",80,82,2,0.37,82,77,5,0.96,83,84,1,0.19,28,23,5,0.33,125,133,8,2.34,30,29,1,0.07,0,0,0,0.00
"420031102002",41,42,1,0.11,128,134,6,2.04,9,6,3,0.07,19,12,7,0.35,81,78,3,0.64,80,87,7,1.49,19,18,1,0.05
"420031102003",57,46,11,1.03,87,89,2,0.28,66,53,13,1.40,215,239,24,8.45,64,72,8,0.84,72,58,14,1.65,50,54,4,0.33
"420031102004",69,71,2,0.25,67,62,5,0.62,148,137,11,2.99,174,189,15,4.80,43,49,6,0.47,9,12,3,0.05,34,24,10,0.63
"420031106001",0,0,0,0.00,90,72,18,3.97,82,69,13,2.61,60,71,11,1.62,110,128,18,4.85,33,42,9,0.73,33,26,7,0.57
"420031106002",0,0,0,0.00,12,16,4,0.16,78,91,13,3.35,28,29,1,0.09,88,86,2,0.58,48,39,9,1.43,49,42,7,1.13
"420031106003",24,25,1,0.07,55,52,3,0.51,75,84,9,2.09,31,26,5,0.48,85,86,1,0.26,31,23,8,0.77,22,27,5,0.34
"420031113001",9,9,0,0.00,104,105,1,0.28,44,41,3,0.36,102,101,1,0.28,44,52,8,0.96,39,32,7,0.74,26,28,2,0.14
"420031113002",35,32,3,0.38,60,66,6,1.31,41,40,1,0.15,71,82,11,2.84,68,55,13,3.21,0,0,0,0.00,0,0,0,0.00
"420031113003",6,4,2,0.04,73,71,2,0.52,53,52,1,0.19,89,91,2,0.63,32,32,0,0.00,0,0,0,0.00,29,32,3,0.31
"420031113004",9,8,1,0.03,91,91,0,0.00,9,15,6,0.17,35,37,2,0.22,56,54,2,0.36,84,80,4,1.08,28,27,1,0.09
"420031114001",23,25,2,0.18,34,32,2,0.26,9,4,5,0.18,108,107,1,0.42,35,36,1,0.14,15,14,1,0.06,33,39,6,0.77
"420031114002",19,16,3,0.17,58,51,7,1.23,32,31,1,0.10,80,81,1,0.24,65,61,4,0.79,43,54,11,1.44,32,35,3,0.29
"420031115001",50,50,0,0.00,30,37,7,0.49,23,23,0,0.00,58,54,4,0.55,90,92,2,0.42,113,107,6,1.60,61,62,1,0.14
"420031115002",84,82,2,0.16,98,95,3,0.28,149,155,6,0.85,215,226,11,2.26,160,152,8,1.22,74,73,1,0.07,266,263,3,0.76
"420031115004",8,7,1,0.02,96,109,13,3.64,89,93,4,1.04,24,17,7,0.49,48,48,0,0.00,50,42,8,1.17,28,27,1,0.08
"420031203001",35,30,5,0.42,11,11,0,0.00,0,0,0,0.00,115,114,1,0.27,168,174,6,2.39,29,28,1,0.07,63,64,1,0.15
"420031203002",17,14,3,0.17,15,13,2,0.10,83,87,4,1.12,55,57,2,0.37,78,78,0,0.00,46,46,0,0.00,3,2,1,0.01
"420031204001",0,0,0,0.00,16,20,4,0.30,34,28,6,0.95,69,65,4,1.28,40,46,6,1.12,20,13,7,0.65,36,43,7,1.17
"420031204002",0,0,0,0.00,0,0,0,0.00,9,9,0,0.00,46,46,0,0.00,36,36,0,0.00,60,60,0,0.00,0,0,0,0.00
"420031207001",0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,64,68,4,0.99,73,67,6,1.70,79,80,1,0.31,42,43,1,0.16
"420031207002",0,0,0,0.00,63,68,5,2.02,0,0,0,0.00,31,34,3,0.60,16,15,1,0.10,28,24,4,0.72,18,15,3,0.35
"420031208001",0,0,0,0.00,51,47,4,1.55,16,17,1,0.12,35,35,0,0.00,8,12,4,0.24,10,13,3,0.23,12,8,4,0.36
"420031208002",0,0,0,0.00,28,26,2,0.34,0,0,0,0.00,7,3,4,0.17,76,78,2,0.93,13,14,1,0.08,40,43,3,0.73
"420031301001",14,12,2,0.09,49,53,4,0.62,81,76,5,1.29,116,120,4,1.47,0,0,0,0.00,9,9,0,0.00,46,45,1,0.15
"420031301002",36,35,1,0.17,78,86,8,2.93,0,0,0,0.00,19,21,2,0.18,39,36,3,0.55,12,5,7,0.39,29,30,1,0.14
"420031301003",11,14,3,0.14,28,19,9,1.06,12,11,1,0.05,23,15,8,0.78,82,89,7,2.42,4,4,0,0.00,77,85,8,2.60
"420031302001",0,0,0,0.00,4,8,4,0.07,32,31,1,0.14,19,15,4,0.33,68,71,3,0.88,47,47,0,0.00,63,61,2,0.54
"420031302002",0,0,0,0.00,18,23,5,0.30,40,48,8,1.08,108,108,0,0.00,63,65,2,0.43,17,13,4,0.23,50,39,11,1.86
"420031303001",0,0,0,0.00,11,13,2,0.12,0,0,0,0.00,15,11,4,0.32,14,11,3,0.22,66,65,1,0.35,82,88,6,2.62
"420031303002",0,0,0,0.00,25,27,2,0.40,0,0,0,0.00,45,43,2,0.72,14,14,0,0.00,22,21,1,0.18,19,20,1,0.15
"420031303003",47,41,6,1.01,19,23,4,0.27,42,45,3,0.45,15,20,5,0.27,51,47,4,0.73,61,55,6,1.31,44,48,4,0.63
"420031304001",14,9,5,0.43,19,21,2,0.23,3,4,1,0.02,41,46,5,1.25,0,0,0,0.00,59,58,1,0.36,28,26,2,0.34
"420031304002",0,0,0,0.00,29,24,5,0.74,26,31,5,0.66,17,16,1,0.09,51,54,3,0.78,26,18,8,1.06,48,54,6,1.46
"420031304003",0,0,0,0.00,11,12,1,0.09,50,52,2,0.79,14,12,2,0.22,8,6,2,0.13,27,31,4,0.86,16,13,3,0.38
"420031306001",0,0,0,0.00,37,40,3,0.44,58,40,18,4.18,11,17,6,0.26,85,98,13,4.42,26,18,8,0.83,33,37,4,0.53
"420031306002",0,0,0,0.00,22,30,8,0.56,65,58,7,1.44,46,40,6,0.88,103,102,1,0.33,35,33,2,0.22,44,52,8,1.12
"420031306003",136,124,12,2.17,106,110,4,0.56,157,183,26,5.42,160,160,0,0.00,84,75,9,1.00,74,67,7,0.69,36,34,2,0.10
"420031401001",90,81,9,1.90,34,25,9,0.72,38,44,6,0.53,85,82,3,0.60,75,83,8,1.41,51,47,4,0.48,54,65,11,1.39
"420031401002",45,49,4,0.40,25,27,2,0.11,81,79,2,0.36,74,67,7,1.15,123,127,4,1.10,88,90,2,0.39,13,10,3,0.09
"420031401004",0,0,0,0.00,11,10,1,0.07,24,23,1,0.16,29,39,10,1.90,29,28,1,0.19,0,0,0,0.00,60,53,7,2.75
"420031402001",63,58,5,1.00,91,94,3,0.87,19,24,5,0.30,64,72,8,1.63,24,21,3,0.23,44,36,8,1.12,10,10,0,0.00
"420031402002",102,112,10,1.32,246,252,6,1.90,90,75,15,1.74,112,102,10,1.45,62,63,1,0.08,38,42,4,0.20,125,129,4,0.65
"420031403001",34,31,3,0.28,49,55,6,0.82,85,81,4,0.95,47,36,11,1.44,113,123,10,3.15,20,23,3,0.17,11,10,1,0.03
"420031403002",18,18,0,0.00,68,71,3,0.43,73,83,10,1.52,68,63,5,0.71,76,63,13,2.06,46,53,7,0.67,130,128,2,0.54
"420031403003",11,11,0,0.00,66,59,7,1.27,16,17,1,0.04,75,68,7,1.45,104,112,8,2.29,71,78,7,1.37,20,18,2,0.11
"420031403004",8,12,4,0.11,114,127,13,4.94,35,32,3,0.35,77,57,20,5.13,21,29,8,0.56,25,23,2,0.17,20,20,0,0.00
"420031404001",0,0,0,0.00,62,56,6,1.22,32,35,3,0.31,63,59,4,0.82,62,65,3,0.61,36,40,4,0.47,51,51,0,0.00
"420031404002",18,21,3,0.21,15,9,6,0.36,26,26,0,0.00,38,38,0,0.00,94,91,3,1.11,25,30,5,0.49,37,38,1,0.15
"420031404003",0,0,0,0.00,69,48,21,3.72,85,92,7,1.53,76,84,8,1.56,84,93,9,1.94,29,28,1,0.07,46,44,2,0.24
"420031405001",0,0,0,0.00,38,38,0,0.00,44,53,9,0.99,31,26,5,0.39,88,74,14,3.08,108,115,7,1.89,91,94,3,0.68
"420031405002",41,43,2,0.33,57,57,0,0.00,73,80,7,2.03,22,22,0,0.00,48,38,10,1.90,0,0,0,0.00,11,12,1,0.04
"420031405003",53,54,1,0.14,98,91,7,1.77,11,11,0,0.00,66,76,10,1.71,76,65,11,2.16,42,49,7,0.76,41,41,0,0.00
"420031406001",7,9,2,0.02,41,37,4,0.29,97,108,11,1.88,126,127,1,0.22,139,148,9,2.21,65,58,7,0.80,92,80,12,1.95
"420031406002",0,0,0,0.00,60,63,3,0.54,35,32,3,0.32,110,114,4,1.32,56,50,6,1.01,72,74,2,0.43,0,0,0,0.00
"420031406003",48,47,1,0.09,174,161,13,4.44,64,67,3,0.38,111,99,12,2.61,63,82,19,2.35,23,25,2,0.09,27,29,2,0.11
"420031408001",63,51,12,0.93,169,172,3,0.63,113,93,20,2.79,178,191,13,2.86,103,118,15,1.91,143,146,3,0.53,40,38,2,0.10
"420031408002",91,103,12,1.51,270,255,15,5.61,75,73,2,0.21,123,119,4,0.68,97,105,8,1.07,28,28,0,0.00,38,39,1,0.05
"420031408003",70,63,7,1.17,101,100,1,0.24,46,62,16,1.75,24,30,6,0.34,48,40,8,0.91,52,61,9,1.11,79,64,15,2.82
"420031410001",2,2,0,0.00,99,117,18,3.91,79,73,6,1.04,32,33,1,0.07,143,131,12,3.76,40,36,4,0.35,61,64,3,0.40
"420031411001",0,0,0,0.00,77,83,6,0.77,70,65,5,0.58,133,135,2,0.44,148,149,1,0.25,86,85,1,0.14,88,85,3,0.44
"420031413001",58,50,8,0.70,124,131,7,1.30,89,103,14,1.87,29,33,4,0.17,134,123,11,2.21,54,52,2,0.16,179,175,4,1.07
"420031413002",53,50,3,0.20,351,356,5,2.21,170,169,1,0.21,73,62,11,1.01,94,105,11,1.30,15,14,1,0.02,37,37,0,0.00
"420031413003",136,145,9,1.22,334,348,14,4.66,84,84,0,0.00,184,175,9,1.65,61,61,0,0.00,90,73,17,1.52,115,118,3,0.34
"420031414001",0,0,0,0.00,55,59,4,0.49,81,87,6,1.09,161,165,4,1.44,61,56,5,0.68,30,17,13,0.87,59,63,4,0.53
"420031414002",14,18,4,0.20,42,52,10,1.51,31,26,5,0.56,68,59,9,2.20,108,111,3,1.17,15,12,3,0.16,0,0,0,0.00
"420031414003",11,11,0,0.00,135,131,4,1.27,74,78,4,0.70,37,31,6,0.52,97,107,10,2.29,61,56,5,0.72,9,10,1,0.02
"420031414004",111,122,11,1.33,159,157,2,0.35,66,64,2,0.14,61,59,2,0.13,78,76,2,0.17,147,141,6,0.96,297,300,3,0.97
"420031414005",69,66,3,0.34,166,144,22,6.02,92,105,13,1.97,116,100,16,3.06,54,60,6,0.53,64,81,17,1.79,46,51,5,0.38
"420031516001",9,7,2,0.03,177,171,6,2.00,47,43,4,0.35,105,108,3,0.59,63,55,8,0.95,66,77,11,1.36,65,71,6,0.73
"420031516002",56,52,4,0.61,37,35,2,0.20,57,64,7,1.09,66,75,9,1.62,47,38,9,1.15,56,58,2,0.31,48,45,3,0.39
"420031516003",0,0,0,0.00,42,40,2,0.39,43,37,6,1.18,48,50,2,0.44,28,29,1,0.13,29,38,9,1.20,28,24,4,0.51
"420031517001",68,66,2,0.31,117,117,0,0.00,21,23,2,0.10,88,93,5,1.00,70,69,1,0.16,20,20,0,0.00,56,52,4,0.51
"420031517002",0,0,0,0.00,65,52,13,2.63,41,35,6,0.77,27,30,3,0.25,25,25,0,0.00,84,86,2,0.52,79,93,14,3.45
"420031517003",11,17,6,0.18,107,107,0,0.00,47,44,3,0.38,53,54,1,0.14,61,64,3,0.49,46,43,3,0.37,48,44,4,0.51
"420031517004",0,0,0,0.00,31,34,3,0.32,85,87,2,0.58,37,35,2,0.25,68,54,14,3.25,49,55,6,1.00,23,28,5,0.39
"420031517005",33,38,5,0.39,101,84,17,4.07,83,89,6,1.18,59,51,8,1.12,55,65,10,1.30,43,43,0,0.00,48,52,4,0.45
"420031517006",24,18,6,0.28,93,94,1,0.18,71,83,12,1.66,136,136,0,0.00,16,19,3,0.09,112,112,0,0.00,60,50,10,1.17
"420031608001",21,24,3,0.26,51,59,8,1.66,15,9,6,0.37,62,64,2,0.50,51,55,4,0.83,11,5,6,0.27,35,30,5,0.71
"420031608002",34,36,2,0.21,26,21,5,0.41,32,36,4,0.40,101,105,4,1.27,53,53,0,0.00,22,24,2,0.14,51,44,7,1.12
"420031608003",19,18,1,0.06,99,95,4,1.25,12,5,7,0.26,73,86,13,2.99,63,64,1,0.20,33,32,1,0.10,18,17,1,0.06
"420031608004",78,86,8,1.80,30,33,3,0.26,34,39,5,0.49,125,119,6,2.17,21,18,3,0.18,40,39,1,0.12,18,12,6,0.31
"420031609001",134,123,11,2.81,153,153,0,0.00,18,17,1,0.03,54,64,10,1.03,0,0,0,0.00,83,80,3,0.47,83,88,5,0.79
"420031609002",155,173,18,2.35,370,353,17,5.30,194,181,13,2.12,122,125,3,0.31,137,152,15,1.73,93,78,15,1.18,116,125,9,0.88
"420031702001",80,75,5,1.12,79,87,8,1.77,42,37,5,0.59,31,37,6,0.52,40,33,7,0.78,16,17,1,0.04,70,72,2,0.39
"420031702002",38,41,3,0.25,111,112,1,0.25,115,112,3,0.77,46,40,6,0.62,93,104,11,2.28,14,13,1,0.03,31,26,5,0.35
"420031702003",111,109,2,0.32,143,135,8,1.66,115,115,0,0.00,149,160,11,2.37,52,58,6,0.45,21,17,4,0.12,100,97,3,0.43
"420031702004",209,219,10,3.69,198,189,9,3.15,21,21,0,0.00,29,23,6,0.31,84,91,7,1.04,0,0,0,0.00,25,23,2,0.09
"420031706001",25,36,11,1.13,33,39,6,0.81,85,76,9,3.15,21,17,4,0.35,27,26,1,0.11,12,13,1,0.05,40,36,4,0.66
"420031706002",152,153,1,0.43,81,90,9,2.08,0,0,0,0.00,99,90,9,2.54,19,18,1,0.05,0,0,0,0.00,0,0,0,0.00
"420031706003",40,25,15,1.95,59,64,5,0.96,16,18,2,0.10,68,71,3,0.66,47,50,3,0.46,25,19,6,0.49,53,61,8,1.38
"420031803001",0,0,0,0.00,90,85,5,0.87,119,112,7,1.62,11,9,2,0.04,187,197,10,3.63,22,14,8,0.34,86,98,12,2.00
"420031803002",11,12,1,0.05,50,49,1,0.20,10,8,2,0.08,69,63,6,1.70,93,95,2,0.76,11,17,6,0.27,0,0,0,0.00
"420031803003",0,0,0,0.00,64,65,1,0.23,44,44,0,0.00,84,74,10,3.07,22,22,0,0.00,15,12,3,0.16,45,57,12,1.97
"420031807001",15,8,7,0.33,132,136,4,1.66,43,37,6,0.81,59,61,2,0.37,23,24,1,0.07,23,28,5,0.36,24,25,1,0.08
"420031807002",9,11,2,0.06,70,68,2,0.47,16,14,2,0.11,77,64,13,3.33,44,52,8,1.17,70,73,3,0.70,15,19,4,0.20
"420031807003",8,8,0,0.00,165,171,6,3.54,8,8,0,0.00,28,23,5,0.50,35,32,3,0.38,17,23,6,0.36,19,15,4,0.27
"420031903001",52,55,3,0.24,170,185,15,3.95,61,60,1,0.09,115,93,22,3.92,140,144,4,0.87,90,89,1,0.14,18,20,2,0.06
"420031903002",23,22,1,0.06,141,146,5,1.70,39,39,0,0.00,45,43,2,0.22,69,77,8,1.33,52,45,7,0.88,45,42,3,0.33
"420031911001",87,87,0,0.00,143,138,5,1.58,42,48,6,0.56,61,71,10,1.35,46,43,3,0.30,37,29,8,0.65,37,37,0,0.00
"420031911002",17,14,3,0.07,29,30,1,0.04,114,117,3,0.44,191,186,5,1.22,171,186,15,3.28,108,109,1,0.14,153,141,12,2.34
"420031914001",87,85,2,0.20,227,237,10,2.65,21,22,1,0.02,113,111,2,0.26,101,92,9,1.06,126,117,9,1.32,183,194,11,2.35
"420031914002",55,59,4,0.35,266,271,5,2.10,101,97,4,0.64,94,82,12,1.78,45,47,2,0.14,24,23,1,0.04,49,55,6,0.46
"420031915001",23,22,1,0.07,98,106,8,2.29,0,0,0,0.00,79,85,6,1.38,82,78,4,0.96,25,16,9,0.66,36,36,0,0.00
"420031915002",78,82,4,0.46,137,139,2,0.41,85,88,3,0.38,101,97,4,0.60,28,28,0,0.00,130,138,8,1.55,114,101,13,2.20
"420031916001",0,0,0,0.00,73,73,0,0.00,31,33,2,0.16,76,75,1,0.19,82,74,8,1.68,48,49,1,0.12,81,87,6,1.24
"420031916002",24,33,9,0.66,44,34,10,1.34,91,97,6,1.66,44,45,1,0.13,41,39,2,0.25,22,26,4,0.27,63,55,8,1.53
"420031916003",49,56,7,1.18,79,78,1,0.27,0,0,0,0.00,70,68,2,0.48,32,26,6,0.66,44,51,7,1.06,16,11,5,0.28
"420031916004",72,85,13,2.48,99,99,0,0.00,82,82,0,0.00,26,18,8,0.55,47,43,4,0.50,23,25,2,0.12,28,25,3,0.22
"420031916005",27,37,10,0.58,116,127,11,2.75,75,87,12,1.94,96,84,12,2.48,42,38,4,0.36,54,49,5,0.58,54,42,12,1.40
"420031917001",27,24,3,0.08,254,274,20,5.15,165,179,14,2.34,118,123,5,0.60,216,208,8,1.75,125,107,18,2.28,81,71,10,0.82
"420031917002",28,35,7,0.78,46,48,2,0.37,0,0,0,0.00,92,95,3,1.10,42,32,10,1.68,0,0,0,0.00,42,40,2,0.34
"420031917003",0,0,0,0.00,68,72,4,0.83,64,70,6,1.18,59,56,3,0.54,52,60,8,1.28,50,45,5,0.77,33,23,10,1.01
"420031918001",11,12,1,0.04,61,66,5,0.99,93,95,2,0.61,82,72,10,2.67,0,0,0,0.00,12,12,0,0.00,48,50,2,0.31
"420031918002",18,23,5,0.31,35,30,5,0.61,0,0,0,0.00,109,101,8,3.02,41,51,10,1.42,44,41,3,0.46,42,43,1,0.15
"420031918003",0,0,0,0.00,15,11,4,0.19,48,39,9,1.37,21,18,3,0.20,100,100,0,0.00,66,84,18,3.76,66,64,2,0.42
