stcotrbg,adj_acs_1,sp_1,diff_1,w_diff_1,adj_acs_2,sp_2,diff_2,w_diff_2,adj_acs_3,sp_3,diff_3,w_diff_3,adj_acs_4,sp_4,diff_4,w_diff_4,adj_acs_5,sp_5,diff_5,w_diff_5,adj_acs_6,sp_6,diff_6,w_diff_6,adj_acs_7,sp_7,diff_7,w_diff_7
"420034133003",0,0,0,0.00,0,0,0,0.00,31,31,0,0.00,11,8,3,0.14,0,3,3,0.00,38,51,13,2.05,161,148,13,8.68
"420034134001",45,37,8,0.58,8,11,3,0.04,29,38,9,0.42,21,23,2,0.07,78,83,5,0.63,177,181,4,1.15,258,243,15,6.28
"420034134002",11,8,3,0.07,0,1,1,0.00,26,34,8,0.43,49,65,16,1.61,83,100,17,2.89,206,189,17,7.18,113,91,22,5.09
"420034134003",0,0,0,0.00,0,0,0,0.00,0,2,2,0.00,11,5,6,0.12,15,28,13,0.36,186,185,1,0.34,334,326,8,4.89
"420034135001",10,16,6,0.15,0,2,2,0.00,34,41,7,0.59,12,15,3,0.09,88,74,14,3.06,108,98,10,2.68,151,157,6,2.25
"420034135002",25,24,1,0.03,16,20,4,0.07,64,79,15,0.99,60,63,3,0.19,173,162,11,1.96,267,263,4,1.10,364,358,6,2.25
"420034135003",61,61,0,0.00,10,8,2,0.03,12,11,1,0.02,56,72,16,1.51,69,82,13,1.51,180,169,11,3.34,205,190,15,5.19
"420034135004",28,38,10,0.35,106,114,8,1.06,137,134,3,0.52,141,97,44,7.78,86,125,39,4.21,176,174,2,0.44,123,115,8,1.23
"420034141011",0,3,3,0.00,29,32,3,0.10,24,26,2,0.06,45,53,8,0.42,122,131,9,1.28,410,407,3,1.43,229,207,22,5.86
"420034141012",0,0,0,0.00,0,0,0,0.00,0,6,6,0.00,30,25,5,0.34,8,17,9,0.16,134,141,7,2.12,270,253,17,10.38
"420034141013",0,0,0,0.00,0,0,0,0.00,0,11,11,0.00,51,46,5,0.87,21,24,3,0.22,158,151,7,3.79,62,60,2,0.42
"420034141014",9,15,6,0.14,10,13,3,0.08,22,30,8,0.45,13,16,3,0.10,53,47,6,0.81,130,119,11,3.64,156,153,3,1.19
"420034141021",63,65,2,0.11,14,27,13,0.16,103,118,15,1.39,106,102,4,0.38,172,188,16,2.48,435,410,25,9.81,215,198,17,3.30
"420034141022",29,27,2,0.05,30,28,2,0.06,45,59,14,0.58,138,116,22,2.81,33,81,48,1.46,363,355,8,2.68,444,416,28,11.49
"420034141023",13,13,0,0.00,0,3,3,0.00,47,44,3,0.18,43,43,0,0.00,13,36,23,0.39,315,309,6,2.45,340,323,17,7.50
"420034142001",98,95,3,0.26,0,1,1,0.00,29,37,8,0.20,92,91,1,0.08,85,74,11,0.82,240,256,16,3.35,602,592,10,5.25
"420034142002",14,9,5,0.17,21,15,6,0.31,35,43,8,0.70,16,16,0,0.00,66,61,5,0.82,153,153,0,0.00,96,104,8,1.92
"420034142003",81,89,8,0.89,13,15,2,0.04,52,53,1,0.07,54,62,8,0.59,90,98,8,0.99,300,269,31,12.76,139,143,4,0.76
"420034150011",0,0,0,0.00,14,14,0,0.00,48,57,9,1.18,10,6,4,0.11,21,19,2,0.12,86,87,1,0.24,186,182,4,2.04
"420034150012",0,6,6,0.00,22,37,15,0.55,65,63,2,0.21,58,49,9,0.86,54,72,18,1.61,140,144,4,0.93,266,234,32,14.07
"420034150013",73,70,3,0.30,23,23,0,0.00,52,65,13,0.92,101,104,3,0.41,99,95,4,0.54,237,220,17,5.46,153,161,8,1.66
"420034150021",9,9,0,0.00,8,4,4,0.06,27,38,11,0.57,31,39,8,0.47,75,78,3,0.43,164,169,5,1.57,209,186,23,9.19
"420034150022",10,14,4,0.09,0,3,3,0.00,13,11,2,0.06,50,40,10,1.15,31,37,6,0.43,186,175,11,4.70,145,155,10,3.33
"420034160001",23,23,0,0.00,32,23,9,0.61,64,73,9,1.23,92,89,3,0.59,98,91,7,1.46,106,115,9,2.03,54,55,1,0.12
"420034160002",9,16,7,0.19,3,2,1,0.01,29,33,4,0.36,51,44,7,1.10,39,60,21,2.51,149,133,16,7.31,46,38,8,1.13
"420034171001",15,14,1,0.04,0,4,4,0.00,81,75,6,1.34,21,22,1,0.06,61,71,10,1.69,145,143,2,0.80,39,33,6,0.65
"420034171002",27,26,1,0.08,47,42,5,0.71,13,24,11,0.43,43,44,1,0.13,43,50,7,0.90,130,115,15,5.86,30,32,2,0.18
"420034171003",10,9,1,0.04,11,7,4,0.16,37,33,4,0.53,10,10,0,0.00,32,36,4,0.46,122,123,1,0.44,56,60,4,0.81
"420034172001",51,69,18,1.45,71,73,2,0.22,74,87,13,1.52,97,95,2,0.31,81,75,6,0.77,220,190,30,10.43,39,44,5,0.31
"420034180001",11,13,2,0.03,4,7,3,0.01,120,127,7,1.02,69,73,4,0.34,124,153,29,4.38,364,341,23,10.20,129,107,22,3.46
"420034190001",12,16,4,0.11,40,60,20,1.81,99,108,9,2.02,53,49,4,0.48,63,61,2,0.29,121,100,21,5.75,54,48,6,0.73
"420034190002",47,47,0,0.00,34,38,4,0.38,72,82,10,1.99,50,43,7,0.97,31,28,3,0.26,106,99,7,2.06,21,24,3,0.17
"420034190003",24,23,1,0.04,10,19,9,0.15,114,116,2,0.39,92,76,16,2.50,37,49,12,0.76,136,138,2,0.46,175,167,8,2.38
"420034200001",75,66,9,0.81,47,60,13,0.74,96,116,20,2.31,171,162,9,1.85,148,159,11,1.96,236,210,26,7.39,57,57,0,0.00
"420034211001",7,8,1,0.02,0,4,4,0.00,31,31,0,0.00,0,8,8,0.00,78,61,17,3.25,113,136,23,6.37,179,160,19,8.34
"420034211002",0,0,0,0.00,13,17,4,0.13,26,44,18,1.21,88,61,27,6.12,81,78,3,0.63,167,178,11,4.73,13,10,3,0.10
"420034211003",18,18,0,0.00,0,8,8,0.00,102,109,7,1.11,33,25,8,0.41,30,42,12,0.56,160,155,5,1.25,298,284,14,6.51
"420034211004",9,6,3,0.09,9,4,5,0.15,18,24,6,0.36,10,18,8,0.27,10,14,4,0.14,66,83,17,3.79,174,147,27,15.87
"420034212001",8,9,1,0.01,19,32,13,0.33,117,115,2,0.31,71,57,14,1.31,60,62,2,0.16,203,224,21,5.62,280,259,21,7.76
"420034212002",26,25,1,0.06,0,0,0,0.00,0,1,1,0.00,11,10,1,0.03,7,14,7,0.12,148,165,17,5.98,229,206,23,12.51
"420034212003",0,0,0,0.00,0,0,0,0.00,0,0,0,0.00,0,6,6,0.00,30,20,10,2.61,23,27,4,0.80,62,62,0,0.00
"420034212004",10,12,2,0.05,19,20,1,0.05,61,60,1,0.15,37,40,3,0.28,23,20,3,0.17,73,87,14,2.55,178,162,16,7.10
"420034220001",23,26,3,0.12,0,4,4,0.00,26,28,2,0.09,9,8,1,0.02,30,31,1,0.05,38,63,25,1.60,467,433,34,26.78
"420034220002",0,0,0,0.00,0,0,0,0.00,0,2,2,0.00,11,11,0,0.00,37,35,2,0.28,10,17,7,0.26,208,201,7,5.47
"420034220003",0,0,0,0.00,14,16,2,0.05,36,34,2,0.14,0,1,1,0.00,11,15,4,0.08,63,93,30,3.61,400,365,35,26.72
"420034220004",24,30,6,0.21,7,6,1,0.01,7,10,3,0.03,17,24,7,0.18,14,13,1,0.02,102,126,24,3.60,509,471,38,28.44
"420034230001",7,5,2,0.03,22,23,1,0.05,78,77,1,0.16,12,12,0,0.00,47,57,10,0.98,149,133,16,4.97,165,173,8,2.75
"420034230002",19,18,1,0.04,15,29,14,0.43,48,51,3,0.30,59,64,5,0.61,55,57,2,0.23,83,66,17,2.90,208,202,6,2.56
"420034230003",76,81,5,0.93,19,27,8,0.37,95,90,5,1.16,19,13,6,0.28,60,56,4,0.59,98,101,3,0.72,42,41,1,0.10
"420034240001",16,25,9,0.36,53,43,10,1.33,54,63,9,1.22,55,67,12,1.65,86,78,8,1.72,114,100,14,4.00,21,23,2,0.11
"420034240002",44,46,2,0.25,64,68,4,0.72,77,74,3,0.65,31,27,4,0.35,36,39,3,0.30,106,104,2,0.59,0,0,0,0.00
"420034240003",102,129,27,6.36,57,58,1,0.13,72,47,25,4.16,16,21,5,0.18,109,92,17,4.28,77,86,9,1.60,0,0,0,0.00
"420034240004",57,51,6,0.76,19,30,11,0.46,88,105,17,3.32,60,52,8,1.06,58,57,1,0.13,113,113,0,0.00,56,43,13,1.61
"420034250001",0,6,6,0.00,47,45,2,0.37,38,37,1,0.15,34,33,1,0.13,44,42,2,0.35,16,20,4,0.25,74,70,4,1.17
"420034250002",40,44,4,0.38,32,32,0,0.00,67,74,7,1.12,49,37,12,1.40,83,91,8,1.58,106,108,2,0.50,43,34,9,0.92
"420034250003",38,44,6,0.42,41,70,29,2.21,69,72,3,0.38,127,118,9,2.12,144,122,22,5.88,109,105,4,0.81,11,8,3,0.06
"420034250004",47,48,1,0.12,67,63,4,0.68,67,63,4,0.68,104,116,12,3.16,13,15,2,0.07,75,67,8,1.52,22,23,1,0.06
"420034263001",10,8,2,0.03,21,19,2,0.06,54,70,16,1.25,136,135,1,0.20,47,51,4,0.27,336,346,10,4.87,86,61,25,3.12
"420034263002",0,0,0,0.00,0,1,1,0.00,25,45,20,0.63,83,75,8,0.84,77,81,4,0.39,342,337,5,2.17,261,249,12,3.97
"420034263003",10,14,4,0.04,32,36,4,0.13,68,68,0,0.00,101,90,11,1.16,109,130,21,2.38,446,440,6,2.79,194,182,12,2.42
"420034264001",0,0,0,0.00,0,3,3,0.00,48,52,4,0.48,47,51,4,0.47,45,39,6,0.68,165,165,0,0.00,91,86,5,1.15
"420034264002",61,63,2,0.27,29,28,1,0.06,60,60,0,0.00,14,20,6,0.18,47,50,3,0.31,170,170,0,0.00,77,67,10,1.68
"420034264003",0,1,1,0.00,13,13,0,0.00,80,87,7,1.17,92,85,7,1.35,96,95,1,0.20,128,146,18,4.82,69,51,18,2.60
"420034264004",34,43,9,0.44,18,34,16,0.41,143,138,5,1.02,71,75,4,0.41,105,107,2,0.30,193,185,8,2.20,137,119,18,3.52
"420034267001",0,0,0,0.00,0,2,2,0.00,17,15,2,0.10,9,14,5,0.13,77,88,11,2.47,134,113,21,8.20,106,111,5,1.55
"420034267002",45,42,3,0.17,75,72,3,0.28,80,96,16,1.60,151,149,2,0.38,145,152,7,1.27,276,259,17,5.88,26,28,2,0.07
"420034268001",0,0,0,0.00,16,20,4,0.12,34,36,2,0.13,21,19,2,0.08,129,136,7,1.70,235,234,1,0.44,96,86,10,1.81
"420034268002",0,0,0,0.00,10,16,6,0.06,75,73,2,0.16,127,110,17,2.24,79,92,13,1.06,372,369,3,1.16,302,305,3,0.94
"420034268003",0,0,0,0.00,10,13,3,0.05,20,25,5,0.18,0,4,4,0.00,66,86,20,2.34,312,293,19,10.51,156,143,13,3.60
"420034270001",34,39,5,0.25,29,30,1,0.04,89,108,19,2.49,107,101,6,0.94,194,195,1,0.29,182,163,19,5.09,45,44,1,0.07
"420034270002",31,31,0,0.00,37,29,8,0.75,102,100,2,0.51,15,27,12,0.45,77,77,0,0.00,135,133,2,0.68,0,0,0,0.00
"420034270003",134,129,5,0.94,42,50,8,0.47,147,139,8,1.66,42,46,4,0.24,88,101,13,1.61,218,200,18,5.53,38,44,6,0.32
"420034271001",11,16,5,0.08,24,23,1,0.04,14,20,6,0.12,20,24,4,0.12,63,61,2,0.18,248,253,5,1.81,304,287,17,7.56
"420034271002",66,84,18,1.63,0,4,4,0.00,44,45,1,0.06,89,87,2,0.24,74,81,7,0.71,269,269,0,0.00,185,157,28,7.13
"420034271003",10,9,1,0.01,10,15,5,0.06,98,104,6,0.76,39,36,3,0.15,106,83,23,3.13,309,321,12,4.77,206,210,4,1.06
"420034272001",14,8,6,0.15,11,17,6,0.12,112,118,6,1.18,76,82,6,0.80,59,57,2,0.21,219,227,8,3.08,77,59,18,2.44
"420034272002",37,50,13,0.90,52,44,8,0.78,37,34,3,0.21,26,34,8,0.39,86,93,7,1.13,207,201,6,2.33,88,77,11,1.82
"420034272003",0,3,3,0.00,50,55,5,0.44,66,85,19,2.21,99,67,32,5.59,62,73,11,1.20,236,218,18,7.49,54,66,12,1.14
"420034272004",49,44,5,0.47,0,6,6,0.00,101,102,1,0.20,69,60,9,1.20,45,61,16,1.40,230,220,10,4.46,22,23,1,0.04
"420034281001",0,0,0,0.00,4,8,4,0.06,34,35,1,0.13,19,17,2,0.14,38,39,1,0.14,134,126,8,4.00,39,43,4,0.58
"420034281002",29,25,4,0.44,17,14,3,0.20,23,30,7,0.62,25,19,6,0.57,9,14,5,0.17,144,149,5,2.76,14,10,4,0.21
"420034282001",0,1,1,0.00,14,15,1,0.05,26,37,11,1.01,90,90,0,0.00,64,60,4,0.90,61,53,8,1.72,29,28,1,0.10
"420034282002",8,11,3,0.04,15,28,13,0.31,83,86,3,0.39,71,56,15,1.69,90,94,4,0.57,187,182,5,1.48,178,175,3,0.84
"420034291001",21,31,10,0.40,21,23,2,0.08,55,61,6,0.63,38,38,0,0.00,92,93,1,0.18,208,192,16,6.35,89,86,3,0.51
"420034291002",43,42,1,0.07,0,7,7,0.00,50,47,3,0.25,30,55,25,1.24,161,148,13,3.45,210,207,3,1.04,112,100,12,2.22
"420034292011",0,1,1,0.00,21,27,6,0.17,60,62,2,0.16,30,36,6,0.24,79,75,4,0.43,251,257,6,2.04,298,281,17,6.86
"420034292012",66,63,3,0.20,0,6,6,0.00,83,73,10,0.83,65,70,5,0.32,100,98,2,0.20,304,319,15,4.56,383,372,11,4.21
"420034292021",0,0,0,0.00,13,15,2,0.05,51,43,8,0.83,27,27,0,0.00,24,29,5,0.24,102,121,19,3.94,275,257,18,10.06
"420034292022",17,15,2,0.05,37,44,7,0.39,54,57,3,0.24,43,39,4,0.26,25,43,18,0.67,379,387,8,4.53,115,85,30,5.15
"420034292023",7,8,1,0.01,40,32,8,0.44,55,42,13,0.99,30,38,8,0.33,50,56,6,0.41,282,300,18,7.00,261,249,12,4.32
"420034293001",87,92,5,0.50,87,88,1,0.10,102,100,2,0.23,74,77,3,0.25,109,112,3,0.37,302,298,4,1.38,114,108,6,0.78
"420034293002",0,3,3,0.00,23,34,11,0.35,205,212,7,2.01,84,77,7,0.82,71,84,13,1.29,225,212,13,4.10,105,91,14,2.06
"420034293003",55,55,0,0.00,0,0,0,0.00,12,20,8,0.18,59,70,11,1.21,77,78,1,0.14,145,144,1,0.27,188,169,19,6.66
"420034293004",0,0,0,0.00,16,23,7,0.30,18,11,7,0.33,12,10,2,0.06,0,15,15,0.00,205,196,9,4.87,128,124,4,1.35
"420034294001",11,8,3,0.12,11,11,0,0.00,26,27,1,0.09,26,23,3,0.28,22,25,3,0.24,115,118,3,1.25,65,64,1,0.24
"420034294002",29,37,8,0.30,59,48,11,0.85,73,81,8,0.77,61,59,2,0.16,86,89,3,0.34,287,294,7,2.64,166,153,13,2.84
"420034294003",16,20,4,0.12,12,15,3,0.07,19,28,9,0.32,56,66,10,1.04,66,65,1,0.12,181,174,7,2.35,190,172,18,6.33
"420034294004",13,9,4,0.15,0,3,3,0.00,26,23,3,0.23,57,55,2,0.33,49,53,4,0.57,136,137,1,0.39,64,65,1,0.19
"420034295001",139,140,1,0.14,77,81,4,0.31,122,138,16,1.96,127,106,21,2.68,112,127,15,1.69,234,243,9,2.12,184,160,24,4.44
"420034295002",116,114,2,0.22,219,229,10,2.06,112,124,12,1.27,99,116,17,1.59,138,138,0,0.00,346,319,27,8.80,31,21,10,0.29
"420034295003",0,0,0,0.00,0,1,1,0.00,23,21,2,0.16,35,44,9,1.07,41,44,3,0.42,107,101,6,2.18,89,84,5,1.51
"420034296001",70,66,4,0.25,35,36,1,0.03,120,120,0,0.00,33,53,20,0.59,198,215,17,3.02,461,453,8,3.31,198,172,26,4.62
"420034296002",9,14,5,0.10,10,15,5,0.12,18,21,3,0.13,47,46,1,0.11,100,103,3,0.70,165,168,3,1.15,82,64,18,3.42
"420034297001",8,8,0,0.00,42,27,15,0.93,63,66,3,0.28,65,68,3,0.29,87,88,1,0.13,294,305,11,4.80,115,112,3,0.51
"420034297002",0,4,4,0.00,27,27,0,0.00,53,52,1,0.14,12,17,5,0.16,73,65,8,1.57,142,149,7,2.67,65,58,7,1.22
"420034301001",24,29,5,0.38,23,21,2,0.15,73,78,5,1.15,0,8,8,0.00,44,41,3,0.42,119,108,11,4.13,34,32,2,0.21
"420034301002",0,7,7,0.00,21,22,1,0.03,56,66,10,0.93,82,80,2,0.27,177,173,4,1.18,229,223,6,2.28,37,31,6,0.37
"420034302001",0,3,3,0.00,26,27,1,0.07,70,71,1,0.19,42,44,2,0.22,0,7,7,0.00,94,96,2,0.50,143,127,16,6.10
"420034302002",33,36,3,0.16,85,84,1,0.14,76,75,1,0.13,37,31,6,0.37,69,87,18,2.06,265,263,2,0.88,39,28,11,0.71
"420034302003",0,4,4,0.00,28,27,1,0.06,33,45,12,0.89,115,96,19,4.91,90,87,3,0.61,114,115,1,0.26,65,71,6,0.88
"420034302004",15,12,3,0.14,0,5,5,0.00,19,27,8,0.47,0,3,3,0.00,31,40,9,0.86,163,152,11,5.53,96,85,11,3.26
"420034302005",46,42,4,0.54,31,41,10,0.90,34,30,4,0.40,16,21,5,0.23,43,53,10,1.25,133,122,11,4.27,40,34,6,0.70
"420034311001",69,68,1,0.08,80,72,8,0.73,59,86,27,1.81,140,152,12,1.90,195,184,11,2.43,232,226,6,1.58,107,94,13,1.58
"420034311002",59,76,17,1.27,87,73,14,1.54,126,136,10,1.59,175,155,20,4.42,63,60,3,0.24,227,239,12,3.44,55,53,2,0.14
"420034314001",71,80,9,0.71,50,49,1,0.06,58,82,24,1.54,184,152,32,6.53,161,163,2,0.36,291,289,2,0.65,86,86,0,0.00
"420034315001",8,10,2,0.06,36,42,6,0.74,82,74,8,2.26,7,16,9,0.22,67,60,7,1.62,51,56,5,0.88,39,32,7,0.94
"420034315002",33,37,4,0.30,24,28,4,0.22,57,66,9,1.16,112,99,13,3.28,26,26,0,0.00,115,111,4,1.04,77,77,0,0.00
"420034315003",54,61,7,0.66,87,88,1,0.15,109,122,13,2.46,72,69,3,0.37,125,118,7,1.52,100,90,10,1.73,30,29,1,0.05
"420034315004",8,7,1,0.02,57,46,11,1.80,33,34,1,0.09,64,79,15,2.75,54,51,3,0.46,79,84,5,1.13,54,48,6,0.93
"420034323001",43,42,1,0.09,40,35,5,0.40,100,110,10,2.01,82,86,4,0.66,39,35,4,0.31,119,124,5,1.20,74,65,9,1.34
"420034323002",59,65,6,0.56,54,60,6,0.52,181,146,35,10.10,46,71,25,1.83,155,159,4,0.99,101,87,14,2.26,31,39,8,0.40
"420034324001",63,69,6,0.69,27,27,0,0.00,54,52,2,0.20,112,116,4,0.82,102,98,4,0.75,169,169,0,0.00,20,16,4,0.15
"420034324002",47,39,8,0.95,8,8,0,0.00,18,25,7,0.32,74,77,3,0.56,114,117,3,0.86,128,121,7,2.26,7,9,2,0.04
"420034324003",63,66,3,0.55,8,15,7,0.16,93,71,22,5.95,41,44,3,0.36,45,49,4,0.52,77,84,7,1.57,17,15,2,0.10
"420034340001",4,2,2,0.02,4,4,0,0.00,34,35,1,0.09,21,17,4,0.23,35,31,4,0.38,121,136,15,4.96,147,141,6,2.41
"420034340002",4,7,3,0.03,12,19,7,0.22,22,32,10,0.59,19,18,1,0.05,21,24,3,0.17,143,140,3,1.15,153,134,19,7.77
"420034350001",10,12,2,0.04,6,11,5,0.05,99,115,16,2.78,63,58,5,0.55,87,104,17,2.60,230,198,32,12.93,74,71,3,0.39
"420034350002",15,21,6,0.16,70,60,10,1.26,43,61,18,1.40,110,117,7,1.39,64,62,2,0.23,174,157,17,5.34,78,76,2,0.28
"420034370001",17,18,1,0.02,18,23,5,0.09,37,42,5,0.18,31,54,23,0.71,222,204,18,3.96,279,291,12,3.31,406,378,28,11.26
"420034370002",36,40,4,0.18,0,7,7,0.00,46,45,1,0.06,19,24,5,0.12,83,84,1,0.10,226,217,9,2.50,403,396,7,3.47
"420034390001",9,4,5,0.08,9,4,5,0.08,38,50,12,0.86,23,31,8,0.35,101,84,17,3.23,120,128,8,1.80,232,231,1,0.44
"420034455001",39,44,5,0.43,14,17,3,0.09,87,85,2,0.38,10,12,2,0.04,28,26,2,0.12,137,122,15,4.51,141,150,9,2.78
"420034455002",29,31,2,0.08,32,36,4,0.17,152,143,9,1.77,74,67,7,0.67,68,67,1,0.09,238,239,1,0.31,178,188,10,2.31
"420034455003",8,13,5,0.07,20,20,0,0.00,76,86,10,1.41,64,62,2,0.24,72,73,1,0.13,158,164,6,1.76,140,120,20,5.20
"420034460001",9,9,0,0.00,6,6,0,0.00,0,1,1,0.00,6,6,0,0.00,18,24,6,0.36,67,66,1,0.22,197,191,6,3.90
"420034460002",3,5,2,0.02,3,6,3,0.03,16,13,3,0.16,13,13,0,0.00,28,24,4,0.37,36,36,0,0.00,206,208,2,1.35
"420034470001",24,35,11,0.44,17,12,5,0.14,30,38,8,0.40,57,66,9,0.85,56,52,4,0.37,213,189,24,8.51,204,209,5,1.70
"420034480001",26,32,6,0.28,57,58,1,0.10,83,102,19,2.80,110,105,5,0.98,71,75,4,0.50,161,144,17,4.86,55,47,8,0.78
"420034490001",82,78,4,0.31,42,33,9,0.35,81,84,3,0.23,111,132,21,2.18,156,160,4,0.58,393,402,9,3.31,202,178,24,4.54
"420034507001",31,26,5,0.24,85,78,7,0.91,111,129,18,3.06,61,66,5,0.47,124,124,0,0.00,155,146,9,2.14,86,84,2,0.26
"420034507002",91,77,14,1.56,64,53,11,0.86,121,106,15,2.22,102,120,18,2.25,139,149,10,1.70,180,208,28,6.18,119,103,16,2.33
"420034508001",119,110,9,1.51,67,68,1,0.09,144,171,27,5.49,173,178,5,1.22,139,123,16,3.14,46,40,6,0.39,20,18,2,0.06
"420034508002",10,10,0,0.00,6,4,2,0.04,81,87,6,1.81,91,91,0,0.00,27,26,1,0.10,48,43,5,0.89,6,8,2,0.04
"420034508003",0,1,1,0.00,9,8,1,0.03,21,24,3,0.21,99,102,3,0.99,46,45,1,0.15,68,62,6,1.36,58,59,1,0.19
"420034511011",27,33,6,0.19,56,49,7,0.47,30,36,6,0.21,56,59,3,0.20,88,85,3,0.31,215,235,20,5.11,369,344,25,10.97
"420034511012",0,4,4,0.00,57,54,3,0.25,95,118,23,3.23,36,31,5,0.27,56,62,6,0.50,191,174,17,4.80,242,234,8,2.86
"420034511021",33,38,5,0.20,35,31,4,0.17,79,85,6,0.58,52,65,13,0.83,143,132,11,1.92,326,336,10,3.99,150,131,19,3.48
"420034511022",65,67,2,0.31,0,0,0,0.00,47,50,3,0.34,45,59,14,1.51,37,40,3,0.27,134,124,10,3.21,89,77,12,2.56
"420034511023",25,21,4,0.14,44,41,3,0.18,62,63,1,0.09,65,67,2,0.18,103,103,0,0.00,264,266,2,0.73,164,166,2,0.45
"420034511041",0,1,1,0.00,25,12,13,0.33,0,4,4,0.00,35,34,1,0.04,75,87,12,0.91,421,472,51,21.80,429,375,54,23.52
"420034511042",36,35,1,0.14,0,0,0,0.00,5,2,3,0.06,9,12,3,0.11,48,46,2,0.37,107,111,4,1.67,52,51,1,0.20
"420034511051",56,54,2,0.15,65,64,1,0.09,93,112,19,2.33,141,131,10,1.86,89,93,4,0.47,252,251,1,0.33,63,54,9,0.75
"420034511052",12,13,1,0.02,22,12,10,0.44,0,15,15,0.00,110,101,9,1.98,33,33,0,0.00,273,292,19,10.35,51,35,16,1.63
"420034511053",12,10,2,0.03,47,47,0,0.00,80,84,4,0.35,41,41,0,0.00,136,148,12,1.80,414,405,9,4.10,179,174,5,0.98
"420034513001",70,82,12,0.65,0,7,7,0.00,157,148,9,1.09,38,41,3,0.09,107,112,5,0.41,405,419,14,4.36,524,492,32,12.89
"420034513002",16,18,2,0.06,0,0,0,0.00,14,12,2,0.05,28,28,0,0.00,65,66,1,0.13,192,183,9,3.37,198,206,8,3.09
"420034513003",32,46,14,0.73,70,62,8,0.92,29,30,1,0.05,29,36,7,0.33,95,103,8,1.25,192,191,1,0.31,163,142,21,5.61
"420034513004",35,37,2,0.21,18,13,5,0.27,0,1,1,0.00,9,11,2,0.05,17,28,11,0.56,124,120,4,1.50,128,121,7,2.71
"420034520001",0,0,0,0.00,0,1,1,0.00,11,16,5,0.27,50,57,7,1.69,21,25,4,0.41,35,35,0,0.00,90,73,17,7.39
"420034520002",15,16,1,0.02,13,7,6,0.11,13,25,12,0.22,75,78,3,0.31,71,71,0,0.00,309,319,10,4.26,229,209,20,6.32
"420034520003",17,13,4,0.11,19,13,6,0.18,60,70,10,0.96,45,50,5,0.36,117,103,14,2.61,243,261,18,6.98,126,117,9,1.81
"420034520004",61,75,14,1.60,106,111,5,0.99,13,11,2,0.05,34,29,5,0.32,36,53,17,1.15,175,153,22,7.22,108,101,7,1.42
"420034530031",0,0,0,0.00,12,11,1,0.02,17,16,1,0.03,0,11,11,0.00,115,116,1,0.23,174,184,10,3.53,175,155,20,7.10
"420034530032",14,11,3,0.18,0,0,0,0.00,15,10,5,0.32,16,16,0,0.00,11,15,4,0.18,123,119,4,2.07,59,67,8,1.98
"420034530041",25,42,17,0.61,0,0,0,0.00,0,4,4,0.00,24,27,3,0.10,52,40,12,0.90,176,176,0,0.00,416,404,12,7.20
"420034530042",21,35,14,0.31,78,85,7,0.58,180,162,18,3.43,102,92,10,1.08,97,122,25,2.57,349,342,7,2.59,117,106,11,1.36
"420034530043",53,56,3,0.15,0,2,2,0.00,74,85,11,0.78,62,60,2,0.12,84,93,9,0.72,433,442,9,3.73,338,306,32,10.36
"420034530044",0,0,0,0.00,0,1,1,0.00,13,20,7,0.25,58,49,9,1.42,59,70,11,1.77,197,191,6,3.22,40,36,4,0.44
"420034550001",8,15,7,0.09,16,25,9,0.23,46,47,1,0.07,81,77,4,0.52,124,124,0,0.00,214,206,8,2.76,131,126,5,1.06
"420034560011",10,6,4,0.10,23,27,4,0.24,43,48,5,0.56,91,84,7,1.66,33,31,2,0.17,83,101,18,3.89,101,87,14,3.68
"420034560012",35,43,8,0.32,15,23,8,0.14,28,28,0,0.00,73,72,1,0.08,146,122,24,4.00,250,266,16,4.57,328,321,7,2.62
"420034560031",35,24,11,1.10,54,63,9,1.39,24,43,19,1.31,51,35,16,2.34,0,4,4,0.00,91,103,12,3.13,94,77,17,4.58
"420034560032",19,18,1,0.02,0,2,2,0.00,26,35,9,0.19,36,47,11,0.33,67,81,14,0.77,388,442,54,17.23,680,591,89,49.77
"420034560033",15,22,7,0.13,12,16,4,0.06,51,48,3,0.19,65,70,5,0.41,61,60,1,0.08,261,282,21,6.89,331,298,33,13.72
"420034560041",18,16,2,0.04,0,5,5,0.00,81,84,3,0.30,14,21,7,0.12,136,146,10,1.65,274,293,19,6.33,300,258,42,15.31
"420034560042",27,34,7,0.13,21,39,18,0.27,239,238,1,0.17,117,94,23,1.90,196,219,23,3.18,586,557,29,11.98,233,238,5,0.82
"420034571001",7,7,0,0.00,18,25,7,0.37,52,51,1,0.15,73,87,14,2.96,89,81,8,2.06,72,65,7,1.46,34,29,5,0.49
"420034571002",57,61,4,0.59,47,49,2,0.24,123,127,4,1.27,80,76,4,0.83,32,28,4,0.33,48,46,2,0.25,0,0,0,0.00
"420034572001",0,4,4,0.00,41,41,0,0.00,30,33,3,0.33,58,52,6,1.27,26,30,4,0.38,54,55,1,0.20,65,59,6,1.42
"420034572002",26,31,5,0.35,19,18,1,0.05,91,92,1,0.24,0,3,3,0.00,55,54,1,0.15,121,121,0,0.00,60,53,7,1.13
"420034572003",28,31,3,0.13,49,51,2,0.15,45,73,28,1.88,183,180,3,0.82,81,77,4,0.48,234,206,28,9.75,52,54,2,0.15
