stcotrbg,adj_acs_1,sp_1,diff_1,w_diff_1,adj_acs_2,sp_2,diff_2,w_diff_2,adj_acs_3,sp_3,diff_3,w_diff_3,adj_acs_4,sp_4,diff_4,w_diff_4,adj_acs_5,sp_5,diff_5,w_diff_5,adj_acs_6,sp_6,diff_6,w_diff_6,adj_acs_7,sp_7,diff_7,w_diff_7
"420031803002",39,41,2,0.32,0,4,4,0.00,28,41,13,1.49,79,63,16,5.18,47,48,1,0.19,46,42,4,0.75,5,5,0,0.00
"420031803003",37,38,1,0.14,19,20,1,0.07,30,36,6,0.66,28,31,3,0.31,48,48,0,0.00,70,69,1,0.26,42,32,10,1.53
"420031807001",28,23,5,0.44,0,4,4,0.00,14,17,3,0.13,31,37,6,0.58,115,112,3,1.08,93,101,8,2.33,38,25,13,1.55
"420031807002",30,34,4,0.40,61,67,6,1.22,46,37,9,1.38,11,14,3,0.11,41,46,5,0.68,106,97,9,3.17,6,6,0,0.00
"420031807003",8,3,5,0.14,5,6,1,0.02,18,19,1,0.06,24,27,3,0.26,35,38,3,0.38,138,137,1,0.49,52,50,2,0.37
"420031903001",0,5,5,0.00,45,46,1,0.07,52,57,5,0.40,85,83,2,0.26,59,76,17,1.55,237,244,7,2.57,168,135,33,8.58
"420031903002",39,26,13,1.22,0,4,4,0.00,51,48,3,0.37,28,44,16,1.08,93,94,1,0.22,164,154,10,3.96,39,44,5,0.47
"420031911001",81,80,1,0.18,6,12,6,0.08,32,29,3,0.21,26,28,2,0.11,58,62,4,0.51,163,159,4,1.44,87,83,4,0.77
"420031911002",152,149,3,0.58,32,30,2,0.08,49,44,5,0.31,25,38,13,0.42,53,71,18,1.22,215,234,19,5.22,257,217,40,13.13
"420031914001",141,164,23,3.78,79,99,20,1.84,186,173,13,2.82,52,57,5,0.30,101,90,11,1.29,198,189,9,2.08,101,86,15,1.77
"420031914002",37,35,2,0.12,0,10,10,0.00,82,73,9,1.16,58,74,16,1.46,167,190,23,6.06,246,223,23,8.92,44,29,15,1.04
"420031915001",47,39,8,1.10,8,14,6,0.14,41,41,0,0.00,98,99,1,0.29,50,59,9,1.31,91,86,5,1.33,8,5,3,0.07
"420031915002",130,141,11,2.12,10,25,15,0.22,137,130,7,1.42,154,164,10,2.29,77,69,8,0.92,136,125,11,2.22,29,19,10,0.43
"420031916001",8,3,5,0.10,22,34,12,0.68,34,37,3,0.26,107,101,6,1.64,70,60,10,1.79,93,91,2,0.48,57,65,8,1.17
"420031916002",6,9,3,0.05,40,34,6,0.73,17,29,12,0.62,71,75,4,0.86,32,34,2,0.19,149,133,16,7.25,14,15,1,0.04
"420031916003",33,36,3,0.34,18,28,10,0.62,70,66,4,0.97,13,25,12,0.54,86,77,9,2.67,62,52,10,2.14,8,6,2,0.06
"420031916004",99,93,6,1.58,54,61,7,1.00,29,36,7,0.54,55,49,6,0.88,60,52,8,1.27,72,76,4,0.76,8,10,2,0.04
"420031916005",46,42,4,0.40,29,24,5,0.31,53,60,7,0.80,70,60,10,1.51,13,26,13,0.36,208,216,8,3.59,45,36,9,0.87
"420031917001",70,78,8,0.57,43,56,13,0.57,170,142,28,4.83,176,184,8,1.43,117,129,12,1.42,332,330,2,0.67,78,67,11,0.87
"420031917002",6,13,7,0.17,0,5,5,0.00,51,45,6,1.22,19,20,1,0.08,37,38,1,0.15,101,89,12,4.85,36,40,4,0.58
"420031917003",10,12,2,0.06,10,16,6,0.18,63,51,12,2.32,53,57,4,0.65,28,34,6,0.52,125,122,3,1.15,37,34,3,0.34
"420031918001",14,14,0,0.00,48,47,1,0.16,11,16,5,0.18,40,30,10,1.30,0,4,4,0.00,86,94,8,2.24,108,102,6,2.11
"420031918002",23,21,2,0.16,36,36,0,0.00,0,10,10,0.00,47,56,9,1.46,26,20,6,0.54,131,120,11,4.99,26,26,0,0.00
"420031918003",35,38,3,0.33,17,22,5,0.27,63,71,8,1.59,52,61,9,1.48,80,74,6,1.52,69,50,19,4.15,0,0,0,0.00
"420031918004",36,34,2,0.21,25,26,1,0.07,21,11,10,0.61,0,3,3,0.00,71,77,6,1.24,131,137,6,2.28,60,56,4,0.70
"420031918005",38,34,4,0.48,18,25,7,0.40,45,53,8,1.14,72,71,1,0.23,54,46,8,1.37,81,79,2,0.51,8,8,0,0.00
"420031918006",14,16,2,0.07,19,22,3,0.13,47,44,3,0.33,16,29,13,0.49,99,102,3,0.70,188,178,10,4.42,42,34,8,0.79
"420031918007",27,36,9,0.60,61,75,14,2.11,46,39,7,0.80,45,58,13,1.44,37,37,0,0.00,149,121,28,10.30,40,39,1,0.10
"420031919001",10,10,0,0.00,38,39,1,0.11,52,53,1,0.15,52,52,0,0.00,46,52,6,0.81,142,134,8,3.34,0,0,0,0.00
"420031919002",19,21,2,0.10,9,11,2,0.05,59,42,17,2.66,39,32,7,0.72,33,40,7,0.61,151,167,16,6.41,67,64,3,0.53
"420031919003",0,0,0,0.00,0,4,4,0.00,94,87,7,2.34,22,26,4,0.31,88,82,6,1.88,65,68,3,0.69,12,14,2,0.09
"420031920001",69,70,1,0.20,59,49,10,1.72,26,28,2,0.15,36,40,4,0.42,26,32,6,0.45,89,98,9,2.33,39,27,12,1.36
"420031920002",6,11,5,0.10,30,38,8,0.83,42,43,1,0.15,33,36,3,0.34,41,40,1,0.14,99,91,8,2.75,37,29,8,1.03
"420031920003",9,11,2,0.05,37,35,2,0.22,77,75,2,0.47,0,5,5,0.00,55,52,3,0.50,108,111,3,0.98,45,42,3,0.41
"420031920004",24,30,6,0.34,31,43,12,0.87,86,80,6,1.20,81,70,11,2.08,61,63,2,0.28,139,137,2,0.65,7,6,1,0.02
"420031920005",10,13,3,0.11,27,46,19,1.88,89,77,12,3.91,18,24,6,0.40,70,62,8,2.05,52,46,6,1.14,7,5,2,0.05
"420032022001",96,115,19,3.16,55,55,0,0.00,58,57,1,0.10,48,45,3,0.25,75,61,14,1.82,195,198,3,1.01,50,46,4,0.35
"420032022002",0,6,6,0.00,96,90,6,2.62,11,9,2,0.10,26,24,2,0.24,0,3,3,0.00,59,60,1,0.27,28,28,0,0.00
"420032022003",6,12,6,0.12,44,58,14,2.14,67,51,16,3.72,39,33,6,0.81,19,22,3,0.20,113,112,1,0.39,0,0,0,0.00
"420032023001",45,58,13,1.28,46,32,14,1.41,14,23,9,0.28,97,98,1,0.21,69,73,4,0.61,158,142,16,5.54,27,30,3,0.18
"420032023002",13,19,6,0.17,25,29,4,0.21,27,38,11,0.63,30,37,7,0.44,73,59,14,2.17,145,144,1,0.31,159,146,13,4.38
"420032023003",0,2,2,0.00,13,15,2,0.07,24,33,9,0.60,15,28,13,0.54,99,92,7,1.93,123,116,7,2.39,86,74,12,2.87
"420032023004",47,44,3,0.19,58,75,17,1.35,97,90,7,0.93,62,71,9,0.76,101,89,12,1.65,299,286,13,5.30,69,78,9,0.85
"420032107001",142,155,13,2.63,94,86,8,1.07,115,107,8,1.31,16,23,7,0.16,73,69,4,0.42,147,141,6,1.26,115,121,6,0.98
"420032107002",34,30,4,0.41,7,10,3,0.06,35,40,5,0.52,127,112,15,5.70,24,37,13,0.93,63,62,1,0.19,44,43,1,0.13
"420032206001",144,157,13,2.14,92,107,15,1.58,122,132,10,1.40,70,63,7,0.56,74,75,1,0.08,185,180,5,1.06,186,159,27,5.75
"420032206002",69,75,6,2.21,0,0,0,0.00,47,44,3,0.75,16,16,0,0.00,18,18,0,0.00,37,34,3,0.59,0,0,0,0.00
"420032406001",101,91,10,1.31,52,55,3,0.20,107,137,30,4.17,139,120,19,3.43,98,93,5,0.64,126,127,1,0.16,146,146,0,0.00
"420032406002",142,144,2,0.49,46,51,5,0.40,82,103,21,2.97,79,76,3,0.41,134,122,12,2.77,77,72,5,0.66,20,12,8,0.28
"420032412001",6,9,3,0.11,19,24,5,0.57,59,60,1,0.35,0,1,1,0.00,16,17,1,0.10,65,55,10,3.89,2,1,1,0.01
"420032412002",49,51,2,0.40,4,4,0,0.00,49,46,3,0.60,19,22,3,0.23,39,36,3,0.48,57,67,10,2.33,28,19,9,1.03
"420032503001",90,82,8,1.37,6,11,5,0.06,87,81,6,0.99,12,11,1,0.02,39,49,10,0.74,117,128,11,2.44,176,165,11,3.67
"420032507001",123,135,12,4.73,33,25,8,0.85,22,14,8,0.56,35,44,9,1.01,44,45,1,0.14,19,18,1,0.06,36,31,5,0.58
"420032509001",212,225,13,7.57,0,1,1,0.00,42,38,4,0.46,23,25,2,0.13,15,16,1,0.04,59,48,11,1.78,13,11,2,0.07
"420032509002",49,39,10,1.98,5,11,6,0.12,48,52,4,0.77,53,57,4,0.85,48,54,6,1.16,27,20,7,0.76,18,15,3,0.22
"420032602001",42,44,2,0.30,9,6,3,0.10,6,9,3,0.06,49,52,3,0.52,53,61,8,1.50,114,101,13,5.26,9,9,0,0.00
"420032602002",55,57,2,0.26,15,12,3,0.11,36,42,6,0.52,52,56,4,0.50,92,97,5,1.10,136,132,4,1.30,32,22,10,0.77
"420032602003",9,9,0,0.00,0,2,2,0.00,26,38,12,1.33,87,72,15,5.55,16,19,3,0.20,69,70,1,0.29,28,25,3,0.36
"420032607001",27,23,4,0.34,0,9,9,0.00,122,106,16,6.18,14,13,1,0.04,38,52,14,1.68,72,66,6,1.37,43,47,4,0.54
"420032607002",27,36,9,0.59,25,24,1,0.06,39,50,11,1.04,73,61,12,2.12,39,49,10,0.94,110,103,7,1.86,101,91,10,2.44
"420032609001",172,188,16,5.98,73,71,2,0.32,64,60,4,0.56,56,42,14,1.70,49,64,15,1.60,40,29,11,0.96,6,6,0,0.00
"420032612001",53,66,13,1.43,24,22,2,0.10,47,54,7,0.68,44,34,10,0.91,60,60,0,0.00,180,190,10,3.74,73,55,18,2.73
"420032614001",55,59,4,0.83,77,76,1,0.29,60,55,5,1.14,29,25,4,0.44,0,4,4,0.00,43,45,2,0.33,0,0,0,0.00
"420032614002",28,35,7,0.83,22,22,0,0.00,30,40,10,1.27,47,45,2,0.40,55,48,7,1.63,31,30,1,0.13,23,16,7,0.68
"420032614003",83,94,11,2.86,23,24,1,0.07,87,88,1,0.27,34,26,8,0.85,16,25,9,0.45,76,62,14,3.34,0,0,0,0.00
"420032614004",94,87,7,2.89,16,16,0,0.00,16,13,3,0.21,0,3,3,0.00,67,73,6,1.76,35,36,1,0.15,0,0,0,0.00
"420032615001",119,121,2,0.64,33,34,1,0.09,30,39,9,0.73,33,36,3,0.27,47,69,22,2.78,102,68,34,9.32,8,5,3,0.06
"420032615002",42,45,3,0.33,18,17,1,0.05,60,58,2,0.31,16,17,1,0.04,26,42,16,1.07,214,200,14,7.74,11,8,3,0.09
"420032620001",54,53,1,0.09,118,118,0,0.00,103,114,11,1.95,54,41,13,1.21,59,66,7,0.71,166,165,1,0.29,27,24,3,0.14
"420032620002",168,155,13,7.66,34,35,1,0.12,0,7,7,0.00,37,42,5,0.65,12,16,4,0.17,20,20,0,0.00,14,10,4,0.20
"420032620003",0,0,0,0.00,10,23,13,0.44,102,88,14,4.86,18,18,0,0.00,32,43,11,1.20,121,111,10,4.12,11,11,0,0.00
"420032701001",12,16,4,0.07,0,0,0,0.00,57,53,4,0.34,9,17,8,0.11,107,117,10,1.60,258,263,5,1.93,226,203,23,7.77
"420032701002",52,48,4,0.44,19,20,1,0.04,30,33,3,0.19,35,39,4,0.30,158,171,13,4.33,133,119,14,3.93,47,44,3,0.30
"420032703001",70,80,10,1.29,96,89,7,1.24,92,107,15,2.54,70,64,6,0.77,50,47,3,0.28,153,140,13,3.66,13,17,4,0.10
"420032703002",14,21,7,0.29,100,88,12,3.52,77,79,2,0.45,13,19,6,0.23,47,49,2,0.28,61,59,2,0.36,29,26,3,0.26
"420032704001",72,76,4,0.61,23,31,8,0.39,79,85,6,1.00,95,102,7,1.41,103,106,3,0.65,66,46,20,2.79,35,27,8,0.59
"420032708001",10,11,1,0.03,42,42,0,0.00,26,22,4,0.30,30,34,4,0.34,70,76,6,1.19,118,121,3,1.01,56,46,10,1.59
"420032708002",117,104,13,3.28,30,27,3,0.19,46,48,2,0.20,16,27,11,0.38,65,67,2,0.28,157,162,5,1.69,33,29,4,0.28
"420032708003",0,0,0,0.00,8,11,3,0.06,19,31,12,0.55,68,55,13,2.13,53,49,4,0.51,183,183,0,0.00,84,86,2,0.40
"420032715001",0,4,4,0.00,31,36,5,0.43,49,58,9,1.23,47,43,4,0.52,131,129,2,0.73,95,81,14,3.70,6,8,2,0.03
"420032715002",88,94,6,1.01,56,65,9,0.96,161,168,7,2.15,53,48,5,0.51,55,48,7,0.73,88,82,6,1.01,23,19,4,0.18
"420032715003",30,33,3,0.19,50,52,2,0.21,76,83,7,1.13,58,63,5,0.62,64,62,2,0.27,163,149,14,4.85,30,29,1,0.06
"420032814001",14,13,1,0.04,23,26,3,0.19,73,72,1,0.20,80,89,9,1.97,26,38,12,0.85,92,80,12,3.02,58,48,10,1.58
"420032814002",193,201,8,2.47,53,66,13,1.10,53,64,11,0.93,108,90,18,3.11,92,79,13,1.91,121,118,3,0.58,6,8,2,0.02
"420032815001",2,2,0,0.00,0,5,5,0.00,62,61,1,0.28,62,64,2,0.56,58,53,5,1.30,23,25,2,0.21,16,13,3,0.22
"420032815002",20,24,4,0.20,8,8,0,0.00,23,30,7,0.39,72,59,13,2.28,39,50,11,1.05,215,212,3,1.57,33,27,6,0.48
"420032901001",0,1,1,0.00,14,16,2,0.09,28,29,1,0.09,74,72,2,0.50,17,21,4,0.23,105,105,0,0.00,59,53,6,1.19
"420032901002",75,75,0,0.00,0,6,6,0.00,62,66,4,0.86,32,22,10,1.10,46,54,8,1.27,58,53,5,1.00,17,14,3,0.18
"420032901003",37,48,11,1.28,30,30,0,0.00,65,50,15,3.08,8,18,10,0.25,75,73,2,0.47,102,98,4,1.29,0,0,0,0.00
"420032902001",59,69,10,1.53,90,94,4,0.93,38,43,5,0.49,57,56,1,0.15,76,69,7,1.38,66,55,11,1.88,0,0,0,0.00
"420032902002",48,54,6,0.64,106,117,11,2.61,116,101,15,3.89,30,39,9,0.60,80,70,10,1.79,48,44,4,0.43,19,22,3,0.13
"420032902003",25,20,5,0.47,36,39,3,0.40,48,41,7,1.26,16,25,9,0.54,41,40,1,0.15,101,102,1,0.38,0,0,0,0.00
"420032902004",0,2,2,0.00,54,62,8,1.53,59,50,9,1.88,39,39,0,0.00,4,10,6,0.09,87,91,4,1.23,39,28,11,1.52
"420032902005",102,88,14,3.71,28,32,4,0.29,24,31,7,0.44,45,51,6,0.70,40,47,7,0.73,114,115,1,0.30,32,21,11,0.91
"420032904001",29,28,1,0.13,10,15,5,0.22,43,40,3,0.56,23,29,6,0.59,45,39,6,1.16,82,81,1,0.35,0,0,0,0.00
"420032904002",53,59,6,0.58,101,83,18,3.30,65,67,2,0.24,71,79,8,1.03,60,50,10,1.09,123,150,27,6.03,78,63,15,2.12
"420032904003",0,3,3,0.00,29,26,3,0.28,32,23,9,0.91,35,36,1,0.11,44,40,4,0.56,158,171,13,6.50,18,17,1,0.06
"420032904004",9,7,2,0.04,9,19,10,0.22,103,102,1,0.26,92,95,3,0.68,36,34,2,0.18,83,92,9,1.85,71,54,17,3.00
"420032904005",11,7,4,0.16,9,16,7,0.23,54,59,5,1.00,61,67,6,1.35,40,39,1,0.15,60,56,4,0.89,36,27,9,1.20
"420033001001",24,17,7,1.15,0,0,0,0.00,0,4,4,0.00,70,72,2,0.96,17,17,0,0.00,29,26,3,0.60,6,10,4,0.16
"420033001002",31,31,0,0.00,43,43,0,0.00,11,12,1,0.06,50,48,2,0.53,6,8,2,0.06,47,46,1,0.25,0,0,0,0.00
"420033001003",46,55,9,1.20,16,16,0,0.00,115,108,7,2.33,31,33,2,0.18,47,42,5,0.68,91,92,1,0.26,0,0,0,0.00
"420033001004",75,63,12,3.21,26,42,16,1.49,68,67,1,0.24,25,20,5,0.45,28,30,2,0.20,58,58,0,0.00,0,0,0,0.00
"420033001005",0,0,0,0.00,0,4,4,0.00,45,48,3,0.63,15,14,1,0.07,18,14,4,0.33,83,91,8,3.09,54,44,10,2.51
"420033001006",37,37,0,0.00,16,24,8,0.45,44,38,6,0.93,43,48,5,0.75,89,80,9,2.81,50,49,1,0.18,6,9,3,0.06
"420033102001",0,0,0,0.00,6,9,3,0.06,43,45,2,0.29,31,49,18,1.90,77,80,3,0.79,112,88,24,9.17,24,22,2,0.16
"420033102002",9,11,2,0.07,0,6,6,0.00,44,36,8,1.28,27,41,14,1.37,70,60,10,2.55,54,56,2,0.39,71,65,6,1.55
"420033102003",0,0,0,0.00,0,7,7,0.00,38,36,2,0.29,35,31,4,0.53,7,9,2,0.05,111,106,5,2.12,71,73,2,0.54
"420033102004",28,21,7,0.57,20,32,12,0.70,102,99,3,0.89,12,20,8,0.28,55,58,3,0.48,128,115,13,4.82,0,0,0,0.00
"420033102005",36,38,2,0.26,48,51,3,0.51,45,46,1,0.16,23,28,5,0.41,52,52,0,0.00,64,51,13,2.97,12,14,2,0.09
"420033103001",13,9,4,0.13,17,22,5,0.21,34,54,20,1.69,46,50,4,0.46,35,28,7,0.61,127,126,1,0.32,131,114,17,5.53
"420033204001",12,12,0,0.00,6,7,1,0.02,47,43,4,0.61,30,29,1,0.10,56,48,8,1.45,106,104,2,0.69,51,65,14,2.32
"420033204002",11,7,4,0.16,0,0,0,0.00,10,5,5,0.18,28,32,4,0.40,22,30,8,0.63,153,161,8,4.39,55,44,11,2.17
"420033204003",0,1,1,0.00,6,10,4,0.09,71,69,2,0.53,46,55,9,1.54,85,79,6,1.90,60,54,6,1.34,0,0,0,0.00
"420033206001",56,48,8,0.93,0,3,3,0.00,19,33,14,0.55,61,64,3,0.38,41,39,2,0.17,202,203,1,0.42,104,93,11,2.37
"420033206002",16,17,1,0.03,69,72,3,0.41,70,59,11,1.52,49,57,8,0.77,43,62,19,1.61,202,194,8,3.19,57,45,12,1.35
"420033207001",49,50,1,0.10,8,14,6,0.10,50,49,1,0.10,18,31,13,0.47,120,120,0,0.00,207,192,15,6.30,41,37,4,0.33
"420033207002",0,0,0,0.00,0,4,4,0.00,39,33,6,0.99,23,26,3,0.29,35,42,7,1.03,124,119,5,2.62,16,13,3,0.20
"420034011001",78,89,11,1.23,49,60,11,0.78,124,117,7,1.25,69,70,1,0.10,69,61,8,0.79,193,200,7,1.94,113,98,15,2.44
"420034011002",23,22,1,0.04,14,19,5,0.13,76,85,9,1.31,130,122,8,2.00,64,72,8,0.98,143,151,8,2.20,71,50,21,2.86
"420034011003",0,3,3,0.00,39,52,13,1.34,58,56,2,0.31,60,57,3,0.48,32,40,8,0.68,134,118,16,5.69,54,51,3,0.43
"420034011004",35,41,6,0.47,0,4,4,0.00,70,79,9,1.40,49,42,7,0.76,96,98,2,0.43,166,164,2,0.74,34,22,12,0.91
"420034012001",27,31,4,0.47,23,30,7,0.70,55,36,19,4.56,0,11,11,0.00,72,61,11,3.46,52,60,8,1.82,0,0,0,0.00
"420034012002",94,92,2,0.34,87,107,20,3.19,158,161,3,0.87,71,54,17,2.21,40,36,4,0.29,47,38,9,0.78,48,57,9,0.79
"420034012003",43,41,2,0.25,23,27,4,0.27,60,63,3,0.52,40,43,3,0.35,63,60,3,0.54,101,97,4,1.16,17,16,1,0.05
"420034012004",0,3,3,0.00,16,18,2,0.09,64,54,10,1.87,7,16,9,0.18,70,70,0,0.00,159,153,6,2.79,26,28,2,0.15
"420034013001",32,38,6,0.34,36,40,4,0.25,41,52,11,0.80,73,75,2,0.26,178,183,5,1.57,134,119,15,3.54,73,60,13,1.67
"420034013002",19,26,7,0.48,0,4,4,0.00,26,28,2,0.19,23,30,7,0.58,71,47,24,6.11,109,115,6,2.34,31,29,2,0.22
"420034013003",15,14,1,0.05,0,0,0,0.00,19,16,3,0.18,42,34,8,1.04,25,41,16,1.24,120,110,10,3.73,101,107,6,1.88
"420034020001",0,6,6,0.00,45,41,4,0.71,16,28,12,0.75,63,63,0,0.00,38,30,8,1.19,69,58,11,2.98,24,29,5,0.47
"420034020002",0,2,2,0.00,9,7,2,0.07,46,46,0,0.00,38,41,3,0.42,33,43,10,1.21,76,74,2,0.56,71,60,11,2.86
"420034020003",6,6,0,0.00,29,37,8,0.46,30,35,5,0.30,68,71,3,0.40,146,129,17,4.91,227,228,1,0.45,0,0,0,0.00
"420034020004",45,52,7,0.68,49,50,1,0.11,92,88,4,0.80,83,85,2,0.36,35,38,3,0.23,156,147,9,3.05,0,0,0,0.00
"420034035001",30,29,1,0.08,16,13,3,0.13,40,60,20,2.17,79,84,5,1.07,103,95,8,2.23,77,66,11,2.30,24,22,2,0.13
"420034035002",49,47,2,0.31,0,5,5,0.00,62,70,8,1.58,0,2,2,0.00,32,44,12,1.23,153,131,22,10.75,17,14,3,0.16
"420034035003",0,3,3,0.00,55,49,6,0.66,106,106,0,0.00,98,93,5,0.97,64,81,17,2.16,99,99,0,0.00,81,72,9,1.45
"420034035004",102,117,15,3.05,106,99,7,1.48,39,28,11,0.85,0,3,3,0.00,58,54,4,0.46,128,134,6,1.53,69,67,2,0.27
"420034035005",22,31,9,0.61,72,72,0,0.00,51,60,9,1.43,47,42,5,0.73,93,82,11,3.18,8,10,2,0.05,29,25,4,0.36
"420034040001",42,56,14,0.84,65,68,3,0.28,130,130,0,0.00,104,94,10,1.48,66,73,7,0.66,224,221,3,0.96,72,61,11,1.13
"420034050001",9,8,1,0.03,6,13,7,0.15,40,43,3,0.44,31,32,1,0.11,28,31,3,0.31,108,98,10,3.94,52,49,3,0.57
"420034050002",4,9,5,0.09,25,24,1,0.11,42,45,3,0.56,27,29,2,0.24,53,55,2,0.47,49,47,2,0.44,25,16,9,1.00
"420034060001",15,19,4,0.08,40,42,2,0.11,59,56,3,0.25,88,94,6,0.75,124,114,10,1.76,244,269,25,8.64,136,112,24,4.62
"420034060002",16,19,3,0.19,10,10,0,0.00,40,36,4,0.62,22,20,2,0.17,24,13,11,1.03,102,114,12,4.76,43,45,2,0.33
"420034070011",17,18,1,0.06,0,6,6,0.00,48,39,9,1.47,0,5,5,0.00,44,45,1,0.15,172,166,6,3.52,12,14,2,0.08
"420034070012",0,4,4,0.00,86,68,18,2.73,53,68,15,1.40,135,133,2,0.48,121,125,4,0.85,115,117,2,0.40,58,53,5,0.51
"420034070013",71,84,13,1.41,42,42,0,0.00,32,35,3,0.15,61,57,4,0.37,43,39,4,0.26,158,157,1,0.24,249,242,7,2.66
"420034070014",11,17,6,0.10,23,26,3,0.10,77,71,6,0.70,37,34,3,0.17,22,49,27,0.90,365,349,16,8.86,124,113,11,2.07
"420034070021",63,64,1,0.11,13,19,6,0.13,91,100,9,1.41,48,55,7,0.58,63,63,0,0.00,245,218,27,11.37,59,63,4,0.41
"420034070022",0,1,1,0.00,16,18,2,0.05,74,86,12,1.38,58,53,5,0.45,56,77,21,1.83,262,256,6,2.45,176,151,25,6.85
"420034070023",0,2,2,0.00,16,19,3,0.15,89,79,10,2.75,0,8,8,0.00,49,48,1,0.15,153,150,3,1.42,17,18,1,0.05
"420034070024",13,10,3,0.04,13,15,2,0.02,41,40,1,0.04,74,62,12,0.84,40,66,26,0.98,503,510,7,3.32,375,356,19,6.73
"420034080011",35,45,10,0.75,16,17,1,0.03,35,33,2,0.15,27,34,7,0.40,103,99,4,0.88,151,161,10,3.23,100,78,22,4.71
"420034080012",17,17,0,0.00,23,31,8,0.23,30,25,5,0.19,67,74,7,0.58,68,62,6,0.50,218,206,12,3.24,385,393,8,3.81
"420034080013",11,11,0,0.00,33,45,12,0.62,92,96,4,0.58,75,65,10,1.17,68,80,12,1.28,187,182,5,1.46,174,161,13,3.53
"420034080021",0,0,0,0.00,0,10,10,0.00,84,101,17,1.10,82,84,2,0.13,92,87,5,0.35,266,264,2,0.41,780,758,22,13.16
"420034080022",0,0,0,0.00,20,14,6,0.12,52,80,28,1.46,93,95,2,0.19,135,147,12,1.62,406,359,47,19.08,294,305,11,3.23
"420034090001",0,1,1,0.00,11,15,4,0.04,52,56,4,0.18,46,48,2,0.08,14,22,8,0.10,143,169,26,3.24,882,837,45,34.57
"420034090002",0,3,3,0.00,17,15,2,0.05,0,0,0,0.00,0,1,1,0.00,12,14,2,0.04,104,123,19,2.90,549,526,23,18.51
"420034090003",0,0,0,0.00,30,28,2,0.06,41,50,9,0.34,54,50,4,0.20,61,78,17,0.95,115,148,33,3.49,787,734,53,38.34
"420034090004",101,96,5,0.50,0,4,4,0.00,130,136,6,0.77,103,97,6,0.61,102,101,1,0.10,155,148,7,1.07,424,433,9,3.76
"420034100001",27,26,1,0.06,10,5,5,0.11,13,25,12,0.33,12,10,2,0.05,27,23,4,0.23,106,98,8,1.79,279,287,8,4.71
"420034110001",0,0,0,0.00,10,9,1,0.02,31,42,11,0.84,22,32,10,0.54,39,45,6,0.57,188,172,16,7.37,118,108,10,2.89
"420034110002",0,0,0,0.00,0,0,0,0.00,33,35,2,0.07,24,33,9,0.22,73,77,4,0.30,189,222,33,6.31,669,621,48,32.50
"420034110003",0,1,1,0.00,11,14,3,0.03,55,72,17,0.92,29,36,7,0.20,73,81,8,0.57,158,162,4,0.62,693,653,40,27.20
"420034120011",0,0,0,0.00,0,0,0,0.00,27,31,4,0.12,33,37,4,0.15,36,43,7,0.29,249,260,11,3.16,523,497,26,15.67
"420034120012",15,13,2,0.04,0,1,1,0.00,50,47,3,0.22,29,38,9,0.38,76,75,1,0.11,198,212,14,4.08,312,294,18,8.26
"420034120013",14,9,5,0.10,0,0,0,0.00,12,10,2,0.04,28,23,5,0.21,38,52,14,0.80,228,247,19,6.49,348,327,21,10.94
"420034120014",11,12,1,0.01,20,22,2,0.05,32,31,1,0.04,24,19,5,0.15,28,26,2,0.07,124,134,10,1.52,575,570,5,3.53
"420034120021",0,1,1,0.00,10,9,1,0.01,8,16,8,0.06,50,45,5,0.25,55,60,5,0.27,288,268,20,5.66,606,618,12,7.15
"420034120022",0,0,0,0.00,0,3,3,0.00,28,26,2,0.08,51,40,11,0.83,17,30,13,0.33,213,232,19,5.99,367,345,22,11.94
"420034131001",0,0,0,0.00,0,0,0,0.00,12,15,3,0.08,24,29,5,0.27,91,81,10,2.05,46,55,9,0.93,270,263,7,4.27
"420034131002",45,58,13,0.64,43,42,1,0.05,55,63,8,0.48,101,104,3,0.33,122,113,9,1.21,275,297,22,6.66,267,231,36,10.59
"420034131003",13,14,1,0.03,28,26,2,0.12,13,23,10,0.28,35,33,2,0.15,27,30,3,0.17,109,123,14,3.24,246,222,24,12.54
"420034131004",0,0,0,0.00,0,7,7,0.00,49,48,1,0.06,28,36,8,0.30,43,45,2,0.11,231,230,1,0.30,408,393,15,8.06
"420034132011",0,0,0,0.00,11,6,5,0.15,10,7,3,0.08,18,22,4,0.20,47,39,8,1.05,163,168,5,2.27,110,117,7,2.14
"420034132012",0,0,0,0.00,12,6,6,0.14,0,6,6,0.00,41,33,8,0.64,53,61,8,0.83,164,172,8,2.57,241,233,8,3.77
"420034132013",22,23,1,0.03,8,9,1,0.01,11,26,15,0.23,125,105,20,3.47,100,109,9,1.25,259,260,1,0.36,196,189,7,1.90
"420034132021",0,3,3,0.00,15,14,1,0.03,41,41,0,0.00,9,18,9,0.18,86,85,1,0.19,181,177,4,1.62,114,108,6,1.53
"420034132022",20,17,3,0.08,23,21,2,0.06,55,50,5,0.36,60,68,8,0.62,130,137,7,1.18,179,203,24,5.56,305,276,29,11.46
"420034133001",0,2,2,0.00,16,18,2,0.05,62,77,15,1.46,97,95,2,0.30,60,67,7,0.66,179,171,8,2.24,224,208,16,5.62
"420034133002",40,38,2,0.08,35,39,4,0.14,71,87,16,1.16,61,56,5,0.31,96,125,29,2.85,417,382,35,14.92,258,251,7,1.85
