stcotrbg,adj_acs_1,sp_1,diff_1,w_diff_1,adj_acs_2,sp_2,diff_2,w_diff_2,adj_acs_3,sp_3,diff_3,w_diff_3,adj_acs_4,sp_4,diff_4,w_diff_4,adj_acs_5,sp_5,diff_5,w_diff_5,adj_acs_6,sp_6,diff_6,w_diff_6,adj_acs_7,sp_7,diff_7,w_diff_7
"420659510001",6,9,3,0.04,33,24,9,0.63,55,44,11,1.29,67,104,37,5.29,132,121,11,3.10,138,137,1,0.29,38,30,8,0.65
"420659510002",14,18,4,0.14,39,44,5,0.48,69,66,3,0.51,45,49,4,0.44,51,63,12,1.51,162,145,17,6.80,25,20,5,0.31
"420659510003",36,39,3,0.41,20,13,7,0.53,49,37,12,2.24,14,17,3,0.16,45,53,8,1.37,92,100,8,2.81,6,3,3,0.07
"420659510004",27,28,1,0.07,38,32,6,0.59,68,59,9,1.59,56,59,3,0.44,38,46,8,0.79,109,122,13,3.68,49,39,10,1.27
"420659511001",14,23,9,0.32,37,46,9,0.84,49,45,4,0.49,42,48,6,0.63,68,76,8,1.37,146,137,9,3.31,41,22,19,1.96
"420659511002",18,22,4,0.19,30,21,9,0.72,43,57,14,1.60,50,61,11,1.46,77,70,7,1.43,102,85,17,4.60,57,61,4,0.60
"420659511003",16,16,0,0.00,6,3,3,0.05,45,39,6,0.79,53,42,11,1.70,55,54,1,0.16,108,133,25,7.87,60,56,4,0.70
"420659511004",23,27,4,0.21,16,16,0,0.00,51,52,1,0.12,46,54,8,0.84,85,90,5,0.97,183,174,9,3.75,35,26,9,0.72
"420659512001",27,27,0,0.00,38,30,8,0.80,66,59,7,1.21,55,57,2,0.29,96,108,12,3.02,77,88,11,2.22,22,12,10,0.58
"420659512002",67,86,19,2.23,87,91,4,0.61,77,65,12,1.62,41,44,3,0.22,154,146,8,2.16,79,91,12,1.66,65,47,18,2.05
"420659512003",102,106,4,0.78,84,88,4,0.65,48,62,14,1.29,141,121,20,5.42,35,45,10,0.67,99,85,14,2.67,11,13,2,0.04
"420659513001",0,0,0,0.00,16,17,1,0.05,44,50,6,0.76,86,85,1,0.25,77,83,6,1.32,99,95,4,1.13,27,19,8,0.62
"420659513002",152,161,9,2.34,87,76,11,1.64,100,105,5,0.85,47,43,4,0.32,35,46,11,0.66,117,103,14,2.80,47,51,4,0.32
"420659513003",0,1,1,0.00,32,27,5,0.57,52,77,25,4.64,64,55,9,2.06,70,69,1,0.25,62,51,11,2.44,0,0,0,0.00
