serialno,rt,division,puma,region,st,adjhsg,adjinc,wgtp,np,type,acr,ags,bds,bld,bus,conp,elep,fs,fulp,gasp,hfl,insp,mhp,mrgi,mrgp,mrgt,mrgx,rms,rntm,rntp,smp,tel,ten,vacs,val,veh,watp,ybl,fes,fincp,fparc,grntp,grpip,hhl,hht,hincp,hugcl,hupac,hupaoc,huparc,kit,lngi,mv,noc,npf,npp,nr,nrc,ocpip,partner,plm,psf,r18,r60,r65,resmode,smocp,smx,srnt,sval,taxp,wif,wkexrel,workstat,facrp,fagsp,fbdsp,fbldp,fbusp,fconp,felep,ffsp,ffulp,fgasp,fhflp,finsp,fkitp,fmhp,fmrgip,fmrgp,fmrgtp,fmrgxp,fmvp,fplmp,frmsp,frntmp,frntp,fsmp,fsmxhp,fsmxsp,ftaxp,ftelp,ftenp,fvacsp,fvalp,fvehp,fwatp,fyblp,wgtp1,wgtp2,wgtp3,wgtp4,wgtp5,wgtp6,wgtp7,wgtp8,wgtp9,wgtp10,wgtp11,wgtp12,wgtp13,wgtp14,wgtp15,wgtp16,wgtp17,wgtp18,wgtp19,wgtp20,wgtp21,wgtp22,wgtp23,wgtp24,wgtp25,wgtp26,wgtp27,wgtp28,wgtp29,wgtp30,wgtp31,wgtp32,wgtp33,wgtp34,wgtp35,wgtp36,wgtp37,wgtp38,wgtp39,wgtp40,wgtp41,wgtp42,wgtp43,wgtp44,wgtp45,wgtp46,wgtp47,wgtp48,wgtp49,wgtp50,wgtp51,wgtp52,wgtp53,wgtp54,wgtp55,wgtp56,wgtp57,wgtp58,wgtp59,wgtp60,wgtp61,wgtp62,wgtp63,wgtp64,wgtp65,wgtp66,wgtp67,wgtp68,wgtp69,wgtp70,wgtp71,wgtp72,wgtp73,wgtp74,wgtp75,wgtp76,wgtp77,wgtp78,wgtp79,wgtp80,hinc_adj
2009000124976,H,2,1400,1,42,1048571,1048026,6,3,1,2,1,2,02,2,0000,250,2,0002,003,3,00400,,1,00700,1,1,4,,,,1,1,,14,2,0002,4,2,000034700,2,,,1,1,34700,0,2,2,2,1,1,5,01,03,0,0,01,033,0,1,0,1,0,0,1,00950,3,0,1,22,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,1,2,6,11,2,8,5,7,5,5,6,6,2,12,6,5,10,6,5,11,8,6,10,6,6,5,12,2,1,3,1,11,6,6,2,11,7,2,11,6,1,2,6,12,2,12,6,6,6,7,6,7,2,12,6,6,10,6,7,10,6,5,10,5,5,6,8,2,1,2,2,9,7,5,2,8,6,2,36366.50819811708000
2008000546321,H,2,1400,1,42,1044592,1063801,11,1,1,1,,2,02,2,0000,070,2,0500,003,5,,,,,,,5,2,00300,,1,3,,,4,0240,7,,,,0432,012,1,4,45000,0,4,4,4,1,1,3,00,,0,0,00,,0,1,0,0,0,0,2,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,19,4,14,12,15,3,9,12,3,12,10,3,10,11,11,3,17,9,22,20,20,4,11,14,21,3,11,11,3,11,11,3,10,11,11,3,19,11,19,16,19,3,10,13,22,4,10,11,3,9,10,4,14,10,13,4,17,9,18,15,21,4,10,11,18,4,11,9,3,10,12,3,11,12,10,4,21,9,47871.04647778515000
2009001217489,H,2,1400,1,42,1048571,1048026,6,4,1,2,1,5,02,2,0000,170,2,1500,200,6,00200,,2,00500,2,1,8,,,,1,1,,12,2,0002,5,1,000039400,2,,,1,1,39400,0,2,2,2,1,1,7,02,04,0,0,02,034,0,1,0,1,0,0,1,01129,3,0,1,26,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,11,1,6,11,8,6,6,4,5,5,1,6,11,2,8,2,5,12,2,5,2,12,5,2,1,6,5,7,7,5,9,6,2,9,5,10,5,2,10,6,10,1,6,10,8,6,6,6,6,7,2,6,10,1,6,2,6,9,2,6,2,14,6,1,1,5,6,6,6,6,11,6,1,8,4,10,6,2,41292.23121054216000
2009000349686,H,2,1400,1,42,1048571,1048026,8,4,1,3,5,4,02,1,0000,130,2,0002,003,1,00600,,,,,3,8,,,,1,2,,20,2,0002,3,1,000081500,2,,,1,1,81500,0,2,2,2,1,1,5,01,04,0,0,01,005,0,1,0,1,0,0,1,00330,,0,0,30,3,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,7,13,7,7,14,8,2,13,12,2,6,6,2,8,3,7,3,7,8,14,8,12,8,7,11,10,2,15,12,3,6,8,2,6,2,8,13,8,8,2,8,2,9,6,3,5,14,2,3,11,7,8,11,7,13,6,11,8,8,3,7,3,7,9,2,6,14,2,2,15,9,8,13,8,12,7,2,85414.13308779660000
2010000477253,H,2,1400,1,42,1031543,1039407,5,2,1,1,,3,02,2,0000,200,2,1800,003,6,00600,,,,,3,8,,,,1,2,,14,2,0002,4,2,000050000,4,,,1,1,50000,0,4,4,4,1,1,5,00,02,0,0,00,011,0,1,0,0,0,0,1,00457,,0,1,15,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,5,10,6,8,5,9,6,7,2,5,5,2,9,9,2,9,5,9,5,1,11,4,11,5,2,6,2,12,4,2,2,4,5,5,6,4,2,5,2,6,4,9,5,9,6,7,5,6,2,6,6,1,10,10,1,9,6,9,5,1,10,5,9,7,1,6,1,9,4,1,2,4,6,6,5,5,51970.36361154800000
2010000978689,H,2,1400,1,42,1031543,1039407,12,7,1,2,1,3,02,2,0000,200,2,0800,040,5,00500,,2,00250,2,1,5,,,,1,1,,09,3,0850,5,2,000064500,1,,,1,1,64500,1,3,4,1,1,1,7,00,06,0,1,01,014,0,1,1,1,0,0,1,00753,3,0,1,22,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,12,21,4,4,14,11,22,11,15,12,15,18,12,13,4,3,19,13,4,27,10,4,24,20,12,15,4,10,14,11,13,4,12,15,20,26,4,12,18,3,14,23,4,4,12,13,19,13,12,13,12,20,11,11,3,4,21,10,4,26,13,3,21,25,15,13,4,13,12,11,12,4,12,16,22,20,4,13,67041.76905889692000
2010000355991,H,2,1400,1,42,1031543,1039407,66,2,1,1,,3,02,2,0000,040,1,0002,280,1,,,,,,,6,2,00400,,1,3,,,1,0870,9,1,000015900,4,0793,060,1,1,15900,0,4,4,4,1,1,1,00,02,0,0,00,,0,1,0,0,0,0,2,,,1,0,,2,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65,103,66,21,63,59,22,91,80,62,23,66,65,96,66,61,20,97,111,69,20,63,101,61,23,23,61,70,25,87,71,109,84,61,120,24,63,72,63,31,53,86,74,25,63,61,20,88,69,68,20,81,69,98,74,66,20,94,93,58,23,72,96,55,27,21,63,79,22,87,62,98,85,67,111,23,68,71,77,29,16526.57562847226400
2010000181624,H,2,1400,1,42,1031543,1039407,27,2,1,1,,3,02,2,0000,120,2,0600,003,4,00430,,,,,3,9,,,,1,2,,18,2,0600,5,4,000036000,4,,,1,1,36000,0,4,4,4,1,1,7,00,02,0,0,00,015,0,1,0,0,1,0,1,00439,,0,1,34,2,5,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,52,27,24,8,38,9,8,28,27,58,39,8,24,27,28,8,31,41,29,25,50,27,27,7,44,8,7,22,23,42,43,7,27,27,33,7,28,7,26,23,8,30,29,43,9,42,42,30,26,7,6,38,30,28,32,42,28,8,25,27,8,26,30,42,8,44,43,27,28,10,7,43,29,36,29,46,29,53,37418.66180031456000
2010000840962,H,2,1400,1,42,1031543,1039407,5,1,1,2,1,3,01,2,0000,050,2,0840,060,1,00310,00080,,,,3,6,,,,1,2,,08,1,0830,2,,,,,,1,4,21600,0,4,4,4,1,1,4,00,,0,0,00,017,0,1,0,0,1,1,1,00303,,0,0,07,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1,5,1,5,8,4,8,1,5,10,9,6,4,5,5,4,2,9,5,2,8,4,8,5,1,5,1,7,4,2,2,4,4,5,5,4,8,1,5,10,1,5,1,5,8,4,8,2,5,9,9,5,5,5,5,4,1,8,4,1,9,6,7,6,1,4,1,8,4,2,2,5,5,5,4,5,8,2,22451.19708018873600
2010000398091,H,2,1400,1,42,1031543,1039407,10,1,1,1,,2,01,2,0000,210,2,0002,140,1,,,,,,,4,2,00280,,1,3,,,1,0002,4,,,,0630,024,1,4,32000,0,4,4,4,1,1,1,00,,0,0,00,,0,1,0,0,0,0,2,,,1,0,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18,15,3,3,19,11,2,17,15,10,9,3,10,9,8,9,3,13,10,9,4,3,17,19,3,10,16,3,3,11,8,16,10,9,8,9,17,11,11,7,4,3,15,20,3,8,17,4,4,12,10,13,9,12,9,9,18,11,9,13,20,20,3,3,12,9,4,15,16,9,11,3,9,9,9,11,2,8,10,8,33261.03271139072000
2010000880918,H,2,1400,1,42,1031543,1039407,6,3,1,2,1,3,02,2,0000,150,2,1200,003,3,00500,,1,00700,1,1,6,,,,1,1,,13,2,0002,4,1,000077144,1,,,1,1,77144,0,1,1,1,1,1,3,01,03,0,0,01,015,0,1,0,1,0,0,1,00950,3,0,1,37,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,9,5,5,2,6,2,2,9,9,6,5,6,6,1,10,2,6,7,5,8,2,5,6,9,5,9,11,2,2,5,6,6,5,9,2,10,5,5,6,2,8,6,6,2,5,1,1,9,9,5,5,5,5,1,11,1,5,5,6,8,2,7,5,9,7,8,9,1,2,6,5,5,4,9,2,10,80184.03460898517824
2007000115723,H,2,1400,1,42,1084729,1102938,17,1,1,1,,3,01,2,0000,040,2,1000,020,4,,,,,,,5,2,00350,,1,3,,,1,0400,6,,,,0526,013,1,6,50000,0,4,4,4,1,1,5,00,,0,0,00,,0,1,0,0,0,0,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,5,16,17,17,18,5,17,17,26,28,5,5,30,17,6,27,27,21,19,19,4,18,17,21,20,4,18,20,28,25,5,6,34,18,4,27,31,20,18,19,29,17,18,19,16,25,16,17,6,5,34,30,5,16,29,6,4,19,20,16,26,16,17,19,16,30,16,18,4,4,32,29,6,18,26,5,4,19,55146.92033651100000
2008000640237,H,2,1400,1,42,1044592,1063801,6,3,1,2,1,2,01,2,0000,130,2,0002,120,2,00380,01000,,,,3,5,,,,1,2,,12,3,0002,3,1,000033000,1,,,1,1,33000,0,1,1,1,1,1,5,01,03,0,0,01,016,0,1,0,1,0,0,1,00448,,0,0,22,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,8,6,1,1,5,5,5,6,5,9,6,1,9,5,9,6,2,2,5,9,2,5,10,8,5,6,5,6,6,2,5,8,1,5,2,6,9,1,6,7,2,5,7,9,5,6,5,6,6,2,5,10,1,5,2,5,8,9,5,2,8,5,1,2,7,5,5,5,6,9,4,2,9,6,9,6,1,9,35105.43408370911000
2011000818674,H,2,1400,1,42,1000000,1018237,19,1,1,,,4,08,,0000,001,2,0002,001,1,,,,,,,6,2,00450,,1,3,,,1,0001,3,,,,0450,100,1,4,5400,0,4,4,4,1,1,1,00,,0,0,00,,0,1,0,0,0,0,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,6,20,18,19,34,18,31,21,17,21,17,8,37,38,7,23,22,23,33,23,37,17,21,24,7,15,6,19,21,5,16,27,6,4,34,20,15,7,5,20,6,17,19,23,36,21,32,17,16,29,17,7,31,39,5,21,23,29,39,27,41,19,18,24,5,18,6,16,18,5,14,25,6,4,33,20,15,7,5498.4798000
2011000684055,H,2,1400,1,42,1000000,1018237,4,1,1,1,,3,01,2,0000,090,1,2000,003,4,,,,,,,5,,,,1,4,,,1,0660,4,,,,,,1,4,8400,0,4,4,4,1,1,6,00,,0,0,00,,0,1,0,0,0,0,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,7,1,6,4,4,3,4,3,4,1,8,4,4,8,8,4,4,4,4,7,5,4,3,8,1,2,2,1,7,6,4,1,7,4,5,8,2,1,1,4,5,1,7,4,3,4,4,5,4,1,6,5,4,7,7,3,5,4,4,8,4,4,4,7,1,1,1,1,9,5,5,1,6,4,4,7,1,8553.1908000
2010000027381,H,2,1400,1,42,1031543,1039407,4,5,1,2,1,4,02,2,0000,150,1,0002,001,1,,,,,,,7,2,00550,,1,3,,,4,0001,9,1,000073800,2,0700,011,1,1,73800,0,2,2,2,1,1,5,01,05,0,0,01,,0,1,1,1,0,0,1,,,1,0,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,4,5,2,9,6,5,2,4,4,8,4,4,2,8,8,4,9,4,8,5,2,2,5,6,2,7,3,8,7,4,6,1,4,4,5,1,4,7,6,7,5,4,8,1,5,4,8,5,4,1,5,5,7,2,2,4,1,4,1,5,8,10,4,4,7,2,5,1,1,5,1,8,7,5,4,7,6,2,76708.25669064484800
2009000869945,H,2,1400,1,42,1048571,1048026,20,1,1,,,1,04,,0000,001,2,0001,001,1,,,,,,,4,2,00400,,1,3,,,1,0001,4,,,,0400,040,1,4,12000,0,4,4,4,1,1,1,00,,0,0,00,,0,1,0,0,0,0,1,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,34,21,20,36,20,7,6,8,17,18,17,18,21,32,28,32,19,25,35,19,5,14,19,6,20,31,31,33,24,21,17,19,23,5,7,6,24,28,22,16,5,24,17,7,25,31,22,32,23,18,17,20,19,6,5,9,20,5,7,22,37,22,16,22,18,6,8,4,16,23,23,17,17,34,43,37,19,6,12576.31407427680000
2007000829748,H,2,1400,1,42,1084729,1102938,4,1,1,3,1,3,01,2,0000,060,2,0002,003,1,00000,00550,,,,3,4,,,,1,2,,01,1,0002,5,,,,,,1,4,18000,0,4,4,4,1,1,5,00,,0,0,00,010,0,1,0,0,1,1,1,00144,,0,0,11,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,6,1,3,3,4,3,3,3,5,1,4,3,0,1,4,6,4,2,2,4,3,3,1,5,5,5,5,1,3,4,5,1,3,4,1,4,6,6,4,1,7,1,4,4,3,3,4,3,5,1,5,3,1,1,3,7,4,4,1,4,3,3,1,4,6,5,5,0,3,3,6,1,3,4,1,4,7,19852.89132114396000
2011000612767,H,2,1400,1,42,1000000,1018237,15,2,1,1,,3,02,2,0000,100,2,1200,003,4,00800,,,,,3,7,,,,1,2,,04,2,0170,8,8,000038400,4,,,1,3,38400,0,4,4,4,1,1,7,00,02,0,0,00,010,0,1,0,0,1,1,1,00331,,0,1,14,1,15,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,6,6,23,4,14,15,27,28,27,16,15,4,27,14,4,17,16,16,23,24,16,16,14,15,5,27,14,18,18,4,26,14,17,4,16,4,3,32,17,18,4,5,28,4,15,16,29,23,23,17,14,5,28,15,5,16,16,15,26,26,15,13,14,13,4,26,16,16,17,5,28,16,16,5,16,5,4,27,15,39100.3008000
2009000175697,H,2,1400,1,42,1048571,1048026,12,3,1,2,1,3,02,2,0000,100,2,0002,003,6,00630,,2,00520,1,1,6,,,,1,1,,11,1,0002,7,1,000050000,2,,,1,1,50000,0,2,2,2,1,1,5,01,03,0,0,01,016,0,1,0,1,0,0,1,00673,3,0,1,27,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,16,10,19,4,12,15,18,13,11,10,12,13,4,14,20,3,12,4,3,13,25,13,20,3,11,17,23,13,11,13,11,12,3,13,19,4,14,21,22,11,3,13,3,24,13,4,3,13,12,13,11,14,23,14,4,22,12,22,23,11,3,10,3,18,10,4,3,11,11,11,9,12,24,10,4,19,12,3,52401.30864282000000
2007000691446,H,2,1400,1,42,1084729,1102938,17,1,1,1,,2,02,2,0000,060,2,0300,050,4,00700,,,,,3,5,,,,1,2,,07,1,0180,9,,,,,,1,6,32000,0,4,4,4,1,1,6,00,,0,0,00,010,0,1,0,0,0,0,1,00275,,0,1,18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,14,5,16,17,5,17,29,27,27,14,18,16,17,18,5,5,5,6,16,7,17,28,18,19,33,21,6,6,5,17,17,16,17,17,29,27,27,6,18,5,16,34,21,19,27,14,5,7,5,17,20,16,15,17,33,27,25,33,18,33,15,5,17,18,4,16,26,29,25,16,17,17,19,18,5,5,4,38,35294.02901536704000
2010001173692,H,2,1400,1,42,1031543,1039407,12,4,1,3,1,5,02,2,0000,250,2,0300,003,4,02700,,2,02700,2,1,9,,,,1,1,,21,3,0080,4,1,000632000,2,,,1,1,632000,0,2,2,2,1,1,6,02,04,0,0,02,008,0,1,0,1,0,0,1,04207,3,0,0,68,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,15,4,11,11,12,24,4,24,4,26,12,12,14,3,13,20,11,3,12,13,20,11,4,3,4,12,13,13,13,15,21,20,22,12,4,12,21,14,4,22,15,3,15,13,10,23,4,22,3,19,11,11,16,4,12,21,13,4,12,12,23,11,4,3,3,13,12,11,11,13,19,21,21,14,4,14,22,13,656905.39604996672000
2008000798956,H,2,1400,1,42,1044592,1063801,10,1,1,1,,4,02,2,0000,050,2,2000,003,4,00500,,,,,3,8,,,,1,2,,14,1,0740,9,,,,,,1,6,30000,0,4,4,4,1,1,7,00,,0,0,00,015,0,1,0,0,0,0,2,00375,,0,1,15,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,9,9,9,8,20,16,16,10,3,9,15,10,9,18,11,3,3,3,3,12,11,11,10,9,18,13,15,9,3,10,17,15,10,15,11,13,16,18,19,10,12,11,9,13,3,3,4,10,15,9,4,11,12,4,9,20,22,18,14,9,10,8,10,11,4,3,3,11,19,8,2,10,9,2,8,3,31914.03098519010000
2010000653841,H,2,1400,1,42,1031543,1039407,10,1,1,1,,5,02,2,0000,060,2,1200,003,4,,,,,,,9,,,,1,4,,,1,0240,9,,,,,,1,4,15600,0,4,4,4,1,1,6,00,,0,0,00,,0,1,0,0,0,0,2,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,21,10,15,8,9,17,9,3,18,13,4,12,10,3,10,4,9,18,12,10,3,11,3,11,11,2,14,17,4,3,15,10,10,15,9,14,9,3,10,12,16,10,15,9,10,21,10,3,17,19,3,9,10,3,11,3,9,17,11,10,3,10,3,10,9,3,10,15,3,2,19,10,12,16,9,18,11,2,16214.75344680297600
2009001057310,H,2,1400,1,42,1048571,1048026,7,2,1,1,,2,01,2,0000,060,2,0600,030,4,,,,,,,4,2,00400,,1,3,,,0,0260,3,7,000020610,4,0562,033,1,3,20610,0,4,4,4,1,1,1,00,02,0,0,00,,0,1,0,0,0,0,2,,,1,0,,2,14,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,10,1,2,6,6,12,9,2,6,4,6,2,5,6,8,11,7,2,6,11,1,9,11,6,6,2,2,10,5,5,5,9,5,6,5,2,7,1,5,11,1,10,10,6,6,3,2,12,7,6,6,11,6,6,7,2,4,10,5,1,9,2,2,6,5,11,9,3,5,6,6,2,8,6,7,9,6,10,21599.81942257040400
2009000225248,H,2,1400,1,42,1048571,1048026,27,2,1,1,,3,02,2,0000,050,2,1200,450,1,00500,,2,00460,2,1,9,,,,1,1,,11,2,0700,9,1,000055000,4,,,1,1,55000,0,4,4,4,1,1,6,00,02,0,0,00,027,0,1,0,0,0,0,1,01227,3,0,1,18,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,26,22,28,7,9,9,25,45,25,7,31,27,7,29,54,49,56,10,27,27,35,29,27,49,49,43,28,7,25,41,25,23,43,33,8,9,9,8,25,27,28,26,25,46,45,51,26,10,27,52,24,29,46,25,10,9,8,40,31,22,21,24,28,8,8,9,28,48,29,8,24,29,10,29,51,44,47,41,57641.43950710200000
2008000610157,H,2,1400,1,42,1044592,1063801,34,1,1,1,,2,01,2,0000,040,1,0390,003,4,,,,,,,4,2,00400,,2,3,,,0,0001,2,,,,0473,068,1,6,8300,0,4,4,4,1,1,3,00,,0,0,00,,0,1,0,0,0,0,2,,,1,0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,12,62,36,35,54,29,33,53,34,39,37,49,10,11,11,9,59,33,31,35,53,10,35,39,12,31,36,10,32,38,34,11,51,59,60,56,9,32,38,31,51,11,33,29,12,41,36,9,35,33,34,10,59,61,52,54,11,35,36,32,10,62,31,32,67,34,36,61,32,37,35,59,9,9,10,10,50,36,33,8829.54857256926100
2009000271792,H,2,1400,1,42,1048571,1048026,6,2,1,2,1,2,02,2,0000,130,2,0002,080,1,,,,,,,5,,,,1,4,,,2,0840,9,1,000041000,4,,,1,1,41000,0,4,4,4,1,1,2,00,02,0,0,00,,0,1,0,0,0,0,2,,,1,0,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,4,6,9,10,2,2,10,6,2,9,10,6,7,2,5,6,5,8,6,10,7,6,1,1,8,9,2,6,12,2,2,6,5,10,7,6,4,6,6,2,7,6,12,12,1,1,9,6,2,11,8,6,6,1,6,6,7,6,6,10,7,6,2,2,10,10,2,7,10,2,2,6,7,8,6,7,6,6,42969.07308711240000
2007000445538,H,2,1400,1,42,1084729,1102938,9,2,1,1,,3,02,2,0000,070,2,1200,003,4,00600,,,,,3,7,,,,1,2,,14,4,0700,9,7,000093500,4,,,1,3,93500,0,4,4,4,1,1,5,00,02,0,0,00,005,0,1,0,0,0,0,1,00366,,0,1,22,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,9,3,17,3,3,8,8,18,16,3,9,11,10,2,10,9,8,3,3,10,8,17,2,19,19,8,9,4,3,14,10,9,11,16,8,9,10,18,17,10,12,3,16,3,3,9,10,13,19,2,10,11,10,3,10,11,9,3,4,8,10,15,3,19,15,9,9,3,3,14,10,10,10,16,8,10,9,16,103124.74102927557000
2007001047531,H,2,1400,1,42,1084729,1102938,10,2,1,1,,2,02,2,0000,080,2,1000,003,4,00500,,,,,3,4,,,,1,2,,13,1,0400,9,4,000021500,4,,,1,1,21500,0,4,4,4,1,1,5,00,02,0,0,00,016,0,1,0,0,2,1,2,00295,,0,1,15,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11,16,11,3,15,17,4,9,11,2,9,3,9,9,11,16,10,15,9,3,10,19,9,3,18,15,3,9,11,3,10,3,10,10,10,17,9,15,9,15,10,2,10,15,4,3,20,9,12,15,8,13,9,9,10,3,11,3,11,20,11,3,9,16,3,3,18,11,10,13,10,18,9,12,9,3,9,3,10,2,23713.17574469973000
2010000445801,H,2,1400,1,42,1031543,1039407,8,3,1,2,1,2,02,2,0000,200,2,0002,003,3,00600,,,,,3,5,,,,1,2,,16,3,0840,7,2,000025000,4,,,1,1,25000,0,4,4,4,1,1,4,00,03,0,0,00,018,0,1,0,0,0,0,2,00370,,0,1,14,1,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,8,13,8,11,2,2,6,8,6,13,8,3,8,2,2,14,7,14,8,8,7,14,7,12,3,2,7,7,7,13,7,2,7,2,2,12,7,14,7,7,8,2,8,2,13,13,8,8,8,2,8,12,7,14,13,2,7,2,6,10,9,2,8,2,14,13,8,8,7,2,8,11,6,15,12,1,8,2,7,25985.18180577400000
2008000631139,H,2,1400,1,42,1044592,1063801,18,6,1,2,1,3,02,2,0000,130,2,0002,350,1,01200,,1,00790,1,1,9,,,,1,1,,16,3,2000,8,1,000119500,2,,,1,1,119500,0,2,2,2,1,1,5,02,06,0,0,02,014,0,1,0,1,0,0,1,01437,3,0,1,32,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,5,6,17,28,22,6,18,21,5,22,29,29,37,18,18,19,16,6,17,27,31,39,17,5,17,31,18,18,33,22,5,6,6,18,21,19,20,5,17,29,38,30,15,5,19,35,19,21,34,23,7,5,5,19,18,18,19,37,16,5,6,5,17,33,19,5,17,21,6,16,32,31,30,16,19,18,20,31,127124.22342434056500
2010000815608,H,2,1400,1,42,1031543,1039407,6,2,1,1,,2,02,2,0000,080,2,0150,020,4,00600,,,,,3,5,,,,1,2,,08,2,0040,9,,,,,,1,5,25300,0,4,4,4,1,1,7,00,,0,1,00,009,0,1,0,0,2,2,1,00187,,0,1,07,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,9,7,6,8,1,6,10,6,11,13,2,7,2,5,7,2,6,1,6,2,2,6,7,7,12,7,2,6,2,1,9,6,14,7,7,13,6,11,6,12,11,7,7,6,2,7,11,7,11,12,2,8,3,6,5,1,7,1,6,2,2,5,6,6,12,7,2,6,2,2,9,7,11,7,7,11,6,9,7,26297.00398744328800
