serialno,rt,division,puma,region,st,adjhsg,adjinc,wgtp,np,type,acr,ags,bds,bld,bus,conp,elep,fs,fulp,gasp,hfl,insp,mhp,mrgi,mrgp,mrgt,mrgx,rms,rntm,rntp,smp,tel,ten,vacs,val,veh,watp,ybl,fes,fincp,fparc,grntp,grpip,hhl,hht,hincp,hugcl,hupac,hupaoc,huparc,kit,lngi,mv,noc,npf,npp,nr,nrc,ocpip,partner,plm,psf,r18,r60,r65,resmode,smocp,smx,srnt,sval,taxp,wif,wkexrel,workstat,facrp,fagsp,fbdsp,fbldp,fbusp,fconp,felep,ffsp,ffulp,fgasp,fhflp,finsp,fkitp,fmhp,fmrgip,fmrgp,fmrgtp,fmrgxp,fmvp,fplmp,frmsp,frntmp,frntp,fsmp,fsmxhp,fsmxsp,ftaxp,ftelp,ftenp,fvacsp,fvalp,fvehp,fwatp,fyblp,wgtp1,wgtp2,wgtp3,wgtp4,wgtp5,wgtp6,wgtp7,wgtp8,wgtp9,wgtp10,wgtp11,wgtp12,wgtp13,wgtp14,wgtp15,wgtp16,wgtp17,wgtp18,wgtp19,wgtp20,wgtp21,wgtp22,wgtp23,wgtp24,wgtp25,wgtp26,wgtp27,wgtp28,wgtp29,wgtp30,wgtp31,wgtp32,wgtp33,wgtp34,wgtp35,wgtp36,wgtp37,wgtp38,wgtp39,wgtp40,wgtp41,wgtp42,wgtp43,wgtp44,wgtp45,wgtp46,wgtp47,wgtp48,wgtp49,wgtp50,wgtp51,wgtp52,wgtp53,wgtp54,wgtp55,wgtp56,wgtp57,wgtp58,wgtp59,wgtp60,wgtp61,wgtp62,wgtp63,wgtp64,wgtp65,wgtp66,wgtp67,wgtp68,wgtp69,wgtp70,wgtp71,wgtp72,wgtp73,wgtp74,wgtp75,wgtp76,wgtp77,wgtp78,wgtp79,wgtp80,hinc_adj
2009001289870,H,2,1400,1,42,1048571,1048026,22,4,1,1,,2,02,2,0000,060,1,0002,140,1,,,,,,,9,2,00470,,1,3,,,1,0700,6,4,000036400,1,0728,024,1,1,36400,0,1,1,1,1,1,1,02,04,0,0,02,,0,1,0,1,0,0,1,,,1,0,,2,5,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,35,19,32,37,7,5,19,23,22,21,40,8,20,18,21,36,7,31,20,25,8,21,7,8,38,38,24,22,23,25,7,35,17,21,23,6,31,34,21,20,7,20,6,7,40,43,24,22,20,21,5,38,27,25,22,6,37,6,24,20,40,17,38,35,6,6,19,20,19,22,34,6,22,18,23,37,8,7,38148.15269197296000
2007000162526,H,2,1400,1,42,1084729,1102938,11,5,1,2,1,3,02,2,0000,130,2,0002,130,6,00600,,1,00420,1,1,6,,,,1,1,,09,2,1400,9,6,000014000,2,,,1,2,37800,0,2,2,2,1,1,5,02,04,0,1,02,025,2,1,0,1,0,0,2,00797,3,0,1,22,1,11,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,10,4,18,4,3,11,12,22,21,4,11,12,11,3,11,11,14,22,15,23,3,11,11,13,10,18,22,8,14,10,17,4,16,12,4,4,2,10,18,13,12,3,19,3,3,12,11,21,19,4,11,10,10,3,14,10,13,20,12,21,3,11,12,13,11,17,15,11,14,11,19,4,21,13,4,3,2,12,20,41691.07177440231600
2010000781236,H,2,1400,1,42,1031543,1039407,6,4,1,2,1,3,02,2,0000,150,2,0002,260,1,00400,,2,00490,2,1,5,,,,1,1,,16,2,0410,2,1,000080000,3,,,1,1,80000,0,3,3,3,1,1,4,02,04,0,0,02,017,0,1,0,1,0,0,1,01142,3,0,1,32,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,12,7,10,2,5,7,6,2,7,11,6,1,2,6,6,2,10,5,7,12,13,8,12,2,6,6,7,2,7,12,7,1,2,6,7,2,12,7,7,3,1,7,1,11,6,7,7,12,7,2,6,13,10,7,7,10,2,7,7,2,1,8,2,10,7,6,5,10,7,1,7,10,10,7,6,11,2,6,83152.58177847680000
2009001278509,H,2,1400,1,42,1048571,1048026,7,2,1,1,,3,02,2,0000,080,2,1600,003,4,,,,,,,8,2,00550,,1,3,,,2,0240,9,,,,0783,009,1,5,107000,0,4,4,4,1,1,2,00,,0,1,00,,2,1,0,0,0,0,2,,,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,5,11,6,5,10,6,12,2,1,7,7,6,11,6,2,6,2,7,1,10,6,10,6,6,10,6,14,2,2,6,5,6,11,6,1,6,2,5,3,12,6,12,6,6,10,6,13,1,2,6,6,6,9,6,2,6,2,6,2,11,8,10,7,7,10,8,11,2,2,5,6,6,10,6,2,6,2,6,112138.80049563480000
2007000632002,H,2,1400,1,42,1084729,1102938,10,3,1,2,1,4,02,2,0000,100,2,4000,010,4,,,,,,,7,2,00350,,1,3,,,1,0002,8,7,000015700,2,0793,038,1,3,24800,0,2,2,2,1,1,1,01,02,0,1,01,,0,1,0,1,0,0,2,,,1,0,,1,13,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,16,9,3,11,12,9,9,19,11,2,3,3,8,7,9,9,9,3,19,15,14,9,2,9,17,9,8,19,10,3,2,2,10,10,9,10,8,16,3,3,3,8,16,10,2,9,9,2,10,15,15,17,8,9,10,9,9,17,3,3,3,9,15,10,3,9,8,4,10,13,13,14,9,9,9,10,9,3,27352.87248690945600
2011000305458,H,2,1400,1,42,1000000,1018237,8,2,1,3,1,2,02,2,0000,050,2,0002,003,1,00350,,,,,3,4,,,,1,2,,16,1,0002,4,4,000025650,4,,,1,1,25650,0,4,4,4,1,1,6,00,02,0,0,00,008,0,1,0,0,2,2,1,00179,,0,0,24,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,3,2,8,13,2,11,8,8,8,6,8,8,2,14,7,7,12,9,8,13,8,7,13,8,7,8,12,2,2,2,2,14,8,8,2,14,9,12,2,9,13,15,7,2,13,2,6,7,8,7,8,8,12,3,7,7,2,8,7,2,7,7,2,9,8,8,3,13,12,11,10,2,8,8,13,3,10,2,26117.7790500
2010000615138,H,2,1400,1,42,1031543,1039407,9,1,1,1,,3,02,2,0000,080,1,1800,003,4,,,,,,,5,2,00320,,1,3,,,0,0300,3,,,,0575,085,1,4,8100,0,4,4,4,1,1,5,00,,0,0,00,,0,1,0,0,0,0,2,,,1,0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,14,9,9,15,11,3,3,2,10,8,9,8,9,15,15,16,8,21,15,12,3,9,10,3,10,19,18,16,8,12,13,9,8,3,2,3,10,3,3,9,18,10,8,16,7,2,3,3,11,8,10,11,9,15,14,18,9,21,14,8,2,9,11,3,9,15,16,13,12,10,11,10,8,4,3,2,9,3,8419.19890507077600
2011000022140,H,2,1400,1,42,1000000,1018237,12,3,1,1,,4,02,2,0000,070,2,0002,030,1,00370,,2,00990,2,1,8,,,,1,1,,11,4,0850,9,2,000051730,2,,,1,1,51730,1,2,4,2,1,1,7,00,03,1,0,01,029,0,1,0,1,2,2,1,01265,3,0,1,19,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,12,19,20,14,17,3,20,4,13,5,3,11,12,11,13,13,14,12,21,3,4,13,12,25,12,10,12,12,22,12,12,3,3,21,21,3,4,19,11,12,13,4,4,13,3,19,4,21,12,23,19,13,12,11,13,13,13,13,3,22,20,12,12,4,12,11,14,10,3,12,13,23,22,3,2,21,20,52673.4000100
2009001069054,H,2,1400,1,42,1048571,1048026,4,2,1,2,1,3,02,2,0000,070,2,0500,010,4,00000,,2,00350,2,1,7,,,,1,1,,02,2,0430,5,1,000038400,4,,,1,1,38400,0,4,4,4,1,1,7,00,02,0,0,00,018,0,1,0,0,0,0,1,00580,3,0,1,19,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,4,5,4,1,1,5,2,7,1,9,4,7,9,4,5,4,5,5,7,4,1,6,7,5,4,2,5,5,5,5,1,4,5,7,7,1,1,4,9,5,1,7,8,4,4,1,4,3,5,4,1,4,4,7,7,1,1,2,5,8,5,4,5,1,2,5,2,7,1,7,4,7,7,4,4,4,4,1,40244.20503768576000
2009000745806,H,2,1400,1,42,1048571,1048026,8,1,1,1,,3,02,2,0000,010,1,1100,003,5,00000,,2,00030,2,1,6,,,,1,1,,02,1,0600,8,,,,,,1,6,12000,0,4,4,4,1,1,6,00,,0,0,00,020,0,1,0,0,0,0,1,00199,3,0,1,06,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,7,8,2,7,2,12,14,7,7,7,3,7,13,8,12,11,7,14,7,12,8,7,11,6,13,2,2,7,8,8,10,7,1,8,3,2,10,10,8,12,7,7,13,7,13,2,2,7,7,6,12,7,2,7,2,2,7,2,8,2,6,7,2,7,3,13,14,7,6,7,2,7,13,8,12,13,7,12576.31407427680000
2009000173498,H,2,1400,1,42,1048571,1048026,14,1,1,,,1,05,,0000,040,2,0001,001,1,,,,,,,4,2,00600,,1,3,,,1,0001,7,,,,0640,009,1,4,90240,0,4,4,4,1,1,3,00,,0,0,00,,0,1,0,0,1,0,1,,,1,0,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,14,22,4,4,14,15,22,15,12,16,15,25,14,13,5,5,23,13,24,5,13,20,3,5,14,14,26,15,13,13,14,27,14,13,5,4,21,16,25,4,14,22,3,4,12,12,22,14,13,13,16,26,14,15,4,4,25,13,25,5,14,28,4,4,14,14,26,13,15,14,17,23,12,12,4,3,25,14,94573.88183856153600
2007001268687,H,2,1400,1,42,1084729,1102938,16,2,1,1,,3,02,2,0000,050,1,0002,290,1,,,,,,,7,2,00350,,1,3,,,1,0001,9,7,000008970,1,0690,092,1,3,8970,0,1,1,1,1,1,3,01,02,0,0,01,,0,1,0,1,0,0,1,,,1,0,,1,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,17,31,4,14,19,29,15,20,29,4,5,14,19,16,14,31,5,19,23,17,14,5,26,19,15,4,17,5,6,34,35,19,20,18,19,5,35,16,6,14,15,30,5,14,18,30,18,23,24,5,4,17,16,17,16,21,6,17,26,15,17,8,28,21,19,4,17,5,5,29,29,18,16,14,17,5,28,23,5,9893.35750837007340
2007001071768,H,2,1400,1,42,1084729,1102938,11,1,1,1,,2,02,2,0000,050,2,0002,060,1,00690,,,,,3,6,,,,1,2,,19,2,0460,1,,,,,,1,4,357700,0,4,4,4,1,1,1,00,,0,0,00,002,0,1,0,0,1,1,1,00651,,0,1,62,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,10,14,26,18,16,13,4,11,20,13,10,19,12,4,4,4,11,4,10,12,11,10,21,18,21,13,4,12,17,11,10,22,11,3,3,4,12,5,12,12,15,11,19,17,22,11,3,10,23,14,12,19,12,4,3,3,11,3,10,12,13,13,17,18,18,10,4,12,23,13,10,15,13,3,4,4,11,3,394521.06808739969400
2009000419902,H,2,1400,1,42,1048571,1048026,4,1,1,2,1,2,02,2,0000,110,2,0800,003,4,00600,,2,00430,2,1,8,,,,1,1,,09,1,0840,7,,,,,,1,6,24500,0,4,4,4,1,1,4,00,,0,0,00,038,0,1,0,0,0,0,1,00785,3,0,1,16,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,4,7,4,7,4,1,5,2,1,8,4,7,4,5,8,5,5,7,2,1,3,5,4,7,5,2,4,2,1,7,5,8,5,4,7,3,4,1,7,6,3,4,4,1,5,8,4,7,7,1,4,2,4,5,2,4,5,1,8,7,4,5,5,1,4,9,5,7,9,2,4,2,5,4,1,5,5,25676.64123498180000
2007001115546,H,2,1400,1,42,1084729,1102938,16,1,1,2,1,3,02,2,0000,140,1,0002,120,1,00400,,,,,3,5,,,,1,2,,11,1,0002,6,,,,,,1,6,12900,0,4,4,4,1,1,7,00,,0,0,00,043,0,1,0,0,1,0,2,00460,,0,1,32,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,15,15,14,24,15,4,17,5,6,26,16,25,15,16,26,17,25,4,16,5,19,13,15,25,18,4,16,6,5,23,16,29,16,15,24,14,23,4,16,5,13,16,14,25,16,4,18,5,5,23,14,27,15,13,27,17,25,6,16,5,19,15,17,25,17,5,16,4,4,27,18,26,17,16,24,16,21,5,17,14227.90544681983800
2011001064968,H,2,1400,1,42,1000000,1018237,21,6,1,,,2,04,,0000,100,1,0002,090,1,,,,,,,5,2,00350,,1,3,,,1,0270,5,8,000011700,3,0563,058,1,3,11700,1,3,2,3,1,1,2,01,06,0,0,04,,0,1,1,1,0,0,1,,,1,0,,0,15,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,17,7,23,23,6,20,7,40,36,21,17,20,7,22,41,20,31,36,25,36,27,35,22,18,34,23,37,7,6,24,23,18,38,20,5,26,7,6,25,6,21,8,26,25,6,19,7,39,32,21,21,19,8,22,41,22,33,38,22,34,24,31,21,20,36,19,37,7,5,23,24,18,35,26,6,20,7,5,22,11913.3729000
2010001069518,H,2,1400,1,42,1031543,1039407,8,3,1,2,1,3,02,2,0000,120,2,0700,003,5,00440,,1,00700,1,1,7,,,00200,1,1,,13,2,0240,4,1,000093000,2,,,1,1,93000,0,2,2,2,1,1,5,01,03,0,0,01,014,0,1,0,1,0,0,2,01098,2,0,1,14,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,8,8,8,3,7,6,14,14,2,2,13,8,3,14,13,8,9,8,12,8,8,8,8,16,8,7,3,2,14,14,4,9,12,3,2,8,8,8,3,7,7,9,8,2,8,6,15,14,2,2,13,8,2,13,13,9,9,8,14,8,10,6,7,14,7,8,2,2,15,12,3,10,15,2,3,8,9,7,96664.87631747928000
2007001099173,H,2,1400,1,42,1084729,1102938,15,3,1,2,1,3,02,2,0000,130,2,1100,003,4,00270,,1,00740,1,1,7,,,,1,1,,14,3,0310,3,1,000048600,2,,,1,1,48600,0,2,2,2,1,1,5,01,03,0,0,01,024,0,1,0,1,0,0,1,00988,3,0,1,29,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,12,14,24,18,20,15,13,26,18,4,21,28,4,12,14,4,14,3,6,12,14,15,23,15,28,16,13,26,15,4,23,23,5,13,13,4,13,21,26,14,14,14,5,16,4,14,15,4,16,24,4,4,22,13,14,25,13,22,27,13,14,13,4,14,4,16,14,5,17,21,4,3,21,12,16,28,14,4,53602.80656708869200
2008000951576,H,2,1400,1,42,1044592,1063801,6,4,1,2,1,3,02,2,0000,110,2,1000,003,5,00650,,2,00540,2,1,7,,,,1,1,,17,5,0002,6,1,000094600,2,,,1,1,94600,0,2,2,2,1,1,5,02,04,0,0,02,012,0,1,0,1,0,0,1,00963,3,0,1,33,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,1,10,5,2,2,5,4,5,8,7,8,7,2,11,6,9,2,5,10,6,12,2,5,9,10,6,6,6,7,6,2,5,8,2,7,2,11,6,2,7,2,8,5,2,2,6,6,7,7,6,11,6,2,8,7,12,2,5,9,5,9,1,6,10,8,6,6,7,5,6,2,6,9,1,6,1,10,100635.57770663278200
2010001248984,H,2,1400,1,42,1031543,1039407,4,4,1,3,3,4,02,2,0000,090,2,3300,004,4,01200,,2,00850,2,1,9,,,,1,1,,11,3,0520,9,5,000068700,2,,,1,2,68750,1,2,2,2,1,1,4,01,03,0,1,01,027,2,1,0,1,1,1,1,01529,3,0,0,32,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,5,6,7,4,1,5,6,4,5,8,5,1,1,1,4,2,4,5,4,4,7,7,9,5,2,4,9,5,5,8,4,2,1,1,4,8,5,5,4,4,1,1,1,5,7,3,1,4,4,2,5,9,8,7,4,8,4,5,4,4,1,1,1,4,8,4,2,3,4,2,4,5,7,8,3,1,71459.24996587850000
2010000204551,H,2,1400,1,42,1031543,1039407,6,2,1,3,1,3,02,2,0000,200,2,0002,040,1,00300,,,,,3,9,,,,1,2,,19,2,0002,5,1,000070100,4,,,1,1,70100,0,4,4,4,1,1,7,00,02,0,0,00,007,0,1,0,0,2,1,2,00432,,0,0,32,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,5,6,1,5,5,7,1,8,8,5,5,1,2,8,6,5,2,5,7,5,5,5,1,6,6,8,2,7,9,5,5,1,2,10,4,5,8,5,2,5,4,6,10,5,5,1,10,1,2,5,5,9,8,2,4,6,8,6,2,4,5,4,10,4,6,1,9,1,1,5,5,9,8,2,6,5,2,72862.44978339029600
2007000170617,H,2,1400,1,42,1084729,1102938,19,2,1,1,,2,02,2,0000,060,2,1200,003,4,00360,,2,00160,2,1,5,,,,1,1,,03,2,0790,9,6,000035600,4,,,1,2,35600,0,4,4,4,1,1,7,00,02,0,0,00,015,0,1,0,0,1,1,2,00446,3,0,1,09,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,33,6,4,17,18,33,32,5,18,14,21,5,19,21,18,36,19,39,18,6,33,5,6,19,19,34,30,6,17,17,19,6,20,17,18,34,18,36,20,7,35,7,7,22,17,25,33,8,19,19,21,6,16,17,18,29,18,36,19,6,31,5,5,19,18,28,28,5,14,17,18,5,22,20,18,32,17,40,39264.60727959583200
2009000340335,H,2,1400,1,42,1048571,1048026,5,2,1,2,1,3,02,2,0000,050,2,0002,003,1,00800,,2,00450,2,1,7,,,,1,1,,11,2,0002,6,4,000021000,4,,,1,1,21000,0,4,4,4,1,1,7,00,02,0,0,00,038,0,1,0,0,2,2,1,00667,3,0,1,24,0,9,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,8,5,5,8,5,2,10,10,2,5,5,2,5,2,6,5,5,9,5,8,1,5,5,2,6,8,2,2,8,4,4,8,5,10,5,6,7,2,5,1,9,5,4,9,5,1,8,8,2,5,5,1,6,1,4,5,4,8,5,9,1,6,6,2,4,7,2,1,8,4,5,9,5,7,6,6,5,2,5,1,22008.54962998440000
2010000906585,H,2,1400,1,42,1031543,1039407,6,3,1,1,,2,02,2,0000,150,2,3000,300,4,01000,,2,01000,2,1,7,,,,1,1,,20,3,0002,9,3,000317000,4,,,1,1,317000,0,4,4,4,1,1,5,00,03,0,0,00,007,0,1,0,0,0,0,1,01908,3,0,1,27,2,8,7,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,6,6,10,2,7,6,1,6,6,1,7,6,5,2,11,10,10,7,9,2,6,6,11,1,6,6,2,6,7,2,6,5,6,2,10,10,11,5,10,2,6,6,10,1,7,7,2,6,6,2,7,6,5,2,11,11,10,6,8,1,6,7,10,1,5,7,2,7,6,2,7,6,6,2,11,11,10,7,329492.10529721432000
2009000756100,H,2,1400,1,42,1048571,1048026,20,2,1,1,,2,02,2,0000,050,2,0002,200,1,00260,,,,,3,7,,,,1,2,,07,2,0360,9,2,000042100,4,,,1,1,42100,0,4,4,4,1,1,6,00,02,0,0,00,010,0,1,0,0,2,2,1,00336,,0,1,10,1,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,32,33,17,26,19,20,21,6,5,6,22,35,22,7,20,21,6,24,31,6,6,5,19,19,21,17,22,41,36,36,18,6,20,34,18,21,32,21,6,5,6,6,20,25,20,20,23,37,35,42,21,7,21,31,21,23,36,19,6,32,30,32,20,19,19,20,21,6,6,6,19,32,22,6,17,19,5,16,32,35,44121.90187725444000
2011000375404,H,2,1400,1,42,1000000,1018237,7,3,1,2,1,3,02,2,0000,150,2,0300,003,6,00200,,1,00750,1,1,6,,,,1,1,,15,2,0600,4,1,000095000,1,,,1,1,95000,0,1,1,1,1,1,4,01,03,0,0,01,012,0,1,0,1,0,0,1,00975,3,0,1,26,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,11,7,7,2,12,6,7,13,7,6,11,6,8,6,13,2,12,7,6,7,7,12,1,6,7,3,2,6,12,12,6,2,11,2,6,6,7,12,11,12,2,8,6,13,2,5,7,3,6,7,2,7,6,7,2,10,2,6,7,7,6,2,12,7,5,11,13,7,2,2,7,10,1,12,7,7,7,96732.5150000
2007000236854,H,2,1400,1,42,1084729,1102938,14,5,1,,,2,05,,0000,120,2,0002,003,3,,,,,,,4,2,00250,,1,3,,,1,0840,5,1,000030700,3,0440,017,1,1,30700,0,3,1,3,1,1,1,02,05,0,0,03,,0,1,0,1,0,0,1,,,1,0,,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,16,4,13,15,5,13,19,23,23,19,13,16,14,14,4,3,6,4,15,4,15,25,16,10,21,14,4,6,4,15,16,17,18,18,26,29,21,26,13,22,16,4,13,16,5,13,24,19,21,13,16,13,15,16,4,4,5,4,13,5,18,23,14,18,28,16,5,6,4,14,14,16,12,16,24,25,30,27,33860.20908661775400
2007001295940,H,2,1400,1,42,1084729,1102938,10,4,1,1,,2,02,2,0000,100,2,1500,003,4,00500,,2,00330,2,1,3,,,,1,1,,12,3,1200,4,1,000046000,2,,,1,1,46000,0,2,2,2,1,1,6,02,04,0,0,02,021,0,1,0,1,0,0,1,00797,3,0,1,24,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,15,12,16,13,11,18,10,3,19,17,3,12,10,4,10,4,10,17,12,11,4,11,3,11,12,4,11,20,3,3,17,11,11,17,10,18,10,17,12,9,3,13,4,11,10,3,12,24,4,3,20,10,9,16,11,18,10,3,10,12,16,11,19,12,9,17,10,4,18,18,4,11,10,3,11,4,9,3,50735.16670959012000
2008001254011,H,2,1400,1,42,1044592,1063801,15,3,1,3,1,2,01,2,0000,050,2,0002,003,1,00200,00000,,,,3,4,,,,1,2,,03,2,0002,4,3,000038400,4,,,1,1,38400,0,4,4,4,1,1,6,00,03,0,0,00,003,0,1,0,0,2,0,2,00109,,0,0,12,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,25,16,5,15,14,4,15,25,24,25,15,14,13,12,16,4,5,4,26,14,24,16,4,14,14,4,14,23,26,27,16,14,14,17,16,4,5,5,4,15,4,14,27,15,15,26,13,4,4,4,12,13,18,18,14,25,22,26,5,17,5,15,23,13,15,30,16,4,5,4,15,13,15,14,15,28,23,24,24,40849.95966104332800
2010001404817,H,2,1400,1,42,1031543,1039407,12,2,1,2,1,4,02,2,0000,300,2,0002,003,3,00450,,2,00500,2,1,7,,,,1,1,,16,2,0860,4,3,000096000,4,,,1,1,96000,0,4,4,4,1,1,7,00,02,0,0,00,014,0,1,0,0,0,0,2,01143,3,0,1,40,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,21,23,10,11,12,11,13,4,3,4,11,18,11,3,12,13,4,18,11,16,23,22,11,13,10,12,11,4,4,3,10,17,11,4,12,10,3,20,10,19,18,20,10,13,13,11,9,4,4,3,10,19,11,4,12,11,4,18,11,24,15,21,13,11,12,12,12,3,4,4,11,21,10,3,10,13,3,23,99783.09813417216000
2011000189214,H,2,1400,1,42,1000000,1018237,13,4,1,1,,3,02,2,0000,150,2,2000,003,4,00300,,,,,3,8,,,,1,2,,08,2,1000,9,4,000016100,2,,,1,1,16100,0,2,2,2,1,1,5,02,04,0,0,02,037,0,1,0,1,0,0,2,00499,,0,1,19,0,9,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,4,13,14,12,2,12,4,25,13,24,11,14,15,19,21,4,13,11,12,21,14,20,20,5,14,3,12,11,4,10,4,21,18,12,12,16,5,19,4,13,21,14,10,17,25,11,21,3,12,4,13,12,11,3,2,22,14,13,14,5,11,5,4,21,11,26,14,13,23,13,18,4,5,11,12,13,15,4,16393.6157000
2011001247600,H,2,1400,1,42,1000000,1018237,6,1,1,1,,3,02,2,0000,040,2,0002,040,1,00600,,,,,3,6,,,,1,2,,18,2,0880,5,,,,,,1,6,5400,0,4,4,4,1,1,4,00,,0,0,00,045,0,1,0,0,1,1,1,00203,,0,1,01,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,2,1,9,10,2,6,10,3,2,7,6,11,6,6,6,6,6,1,6,5,9,11,2,2,11,7,2,10,11,7,7,2,7,6,5,6,6,11,7,6,2,2,11,10,2,6,10,2,2,6,6,10,5,6,6,6,6,1,6,7,9,10,2,2,10,5,2,10,12,6,6,2,6,6,6,6,6,5498.4798000
2010001237865,H,2,1400,1,42,1031543,1039407,5,2,1,2,1,2,02,2,0000,080,1,0002,030,1,00000,,,,,3,4,,,,1,2,,09,3,0002,4,7,000021540,4,,,1,3,21540,0,4,4,4,1,1,6,00,02,0,0,00,007,0,1,0,0,0,0,1,00127,,0,1,06,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,10,5,2,1,5,4,2,8,5,9,8,4,8,1,5,6,5,5,8,6,2,5,9,8,6,6,10,2,5,1,2,6,1,8,5,6,6,6,1,5,9,6,1,1,6,6,2,7,5,10,8,6,7,2,5,5,5,6,8,5,2,5,10,8,4,5,8,2,6,1,2,5,2,9,5,6,4,22388.83264385487840
